PUMA,AGEP,SEX,MSP,HISP,RAC1P,NOC,NPF,HOUSING_TYPE,OWN_RENT,DENSITY,INDP,INDP_CAT,EDU,PINCP,PINCP_DECILE,POVPIP,DVET,DREM,DPHY,DEYE,DEAR,PWGTP,WGTP,target
17-03529,3,2,N,0,2,4,4,1,2,11167.87699430864,9920,9,1,99800.0,9,0,N,N,N,2,2,309,175,25094
38-00100,15,1,6,0,9,6,7,1,1,58.696044107742544,9920,9,3,-7250.0,0,199,N,2,2,2,2,159,197,19601
36-04010,28,2,4,0,1,1,12,1,2,42.75079496059193,6080,6,7,70300.0,7,406,N,2,2,2,2,209,211,17537
51-01301,77,2,1,0,1,0,2,1,1,11168.720666561623,N,N,4,25020.0,1,115,N,2,2,2,2,243,285,21975
30-00600,49,1,1,0,1,7,9,1,1,17.914547351551604,7860,11,5,38480.0,6,83,N,2,2,2,2,125,124,13469
24-01004,40,1,1,0,1,1,3,1,2,4328.623820437291,9680,16,9,131000.0,9,501,N,2,2,2,2,71,65,10269
06-08507,44,2,1,0,6,2,4,1,2,3338.8138004089974,7860,11,9,5020.0,1,501,N,2,2,2,2,31,30,2924
51-51255,69,1,4,0,1,0,2,1,1,11274.635947242241,N,N,9,168600.0,9,501,N,2,2,2,1,41,41,21942
51-51255,34,2,6,0,1,0,N,1,2,11335.189632526417,8192,12,9,6420.0,7,471,N,2,2,2,2,66,46,23084
24-01004,65,2,1,0,1,0,12,1,1,4733.104216662663,7860,10,8,6870.0,1,325,N,2,2,2,2,78,78,10861
17-03531,33,2,6,0,1,0,9,1,2,3394.2396066342963,6890,8,8,48800.0,6,373,N,2,2,2,2,62,64,7481
24-01004,81,2,1,0,6,0,2,1,1,4329.351102163644,7072,9,9,387200.0,5,501,N,2,2,2,2,106,95,9324
08-00803,33,2,6,0,1,0,N,1,2,3860.6684445357087,9080,14,9,552200.0,1,41,N,2,2,2,2,66,60,4777
24-01004,83,1,1,0,1,0,2,1,1,4242.779195893063,N,N,10,176900.0,9,501,N,2,2,2,2,105,105,8662
29-01901,7,1,N,0,3,0,3,1,1,16.3,9920,9,2,9890.0,9,115,N,2,2,2,2,20,8,26747
08-00803,93,1,3,0,1,0,N,1,1,3458.6800113985582,N,N,12,80.0,8,501,N,1,2,1,1,41,41,3309
06-08507,11,1,N,0,6,3,5,1,1,3468.033921564987,N,N,3,N,N,501,N,2,2,2,2,69,65,24352
01-01301,71,1,4,0,2,N,N,3,0,2920.662260221128,N,N,4,95400.0,2,80,N,2,1,2,2,15,1,372
38-00100,52,2,1,0,1,0,12,1,1,16.3,9920,9,4,154500.0,3,199,N,2,1,2,2,15,14,18005
28-01100,59,1,4,0,1,0,N,1,1,2923.440588581293,7181,9,10,249900.0,5,189,N,2,2,2,2,69,68,12439
13-04600,17,1,6,0,1,N,9,3,0,14943.71230342824,8563,13,6,110130.0,1,94,N,2,2,2,2,69,0,4499
13-04600,48,2,1,0,6,0,12,1,1,14962.486374878938,8563,13,7,40100.0,5,500,N,2,2,2,2,117,116,5094
51-51255,77,1,4,0,1,0,N,1,1,11281.588774743366,N,N,7,69850.0,7,501,N,2,2,2,2,159,157,21329
17-03531,67,1,3,0,1,0,9,1,2,3558.1179677697633,9160,14,3,31700.0,4,262,N,2,1,2,2,72,71,7731
40-00200,74,2,3,0,1,0,N,1,1,177.56378292892964,N,N,6,124400.0,3,N,N,2,1,2,2,40,40,21134
51-01301,45,1,4,0,1,0,N,1,2,11264.061937293653,9670,16,7,83600.0,7,501,N,2,2,2,2,128,125,22600
13-04600,49,2,4,0,2,0,N,1,1,3690.288130796959,7280,10,10,107630.0,9,501,N,2,2,2,2,218,218,4912
36-03710,63,2,4,0,2,0,9,1,1,50392.414180720036,7790,10,1,89900.0,7,500,N,2,2,2,2,43,43,17525
30-00600,15,1,N,0,1,3,5,1,1,80.47694755351182,N,N,3,N,N,480,N,2,2,2,2,106,83,27223
06-07502,28,1,6,0,9,0,N,1,2,34034.540791196574,4370,5,9,100500.0,8,51,N,2,2,2,2,142,57,2083
29-01901,47,2,1,0,1,0,2,1,1,16.3,4870,5,6,27020.0,4,50,N,2,1,2,2,36,49,12709
36-04010,10,1,N,0,5,0,2,1,2,16.3,9920,9,2,98600.0,9,0,N,2,2,2,2,71,8,23307
36-04010,26,1,6,0,2,0,4,1,1,50960.18278023442,N,N,9,100130.0,0,501,N,2,2,2,2,274,278,18169
17-03531,58,2,1,0,1,2,5,1,1,3220.3273497333657,490,5,4,-100.0,0,162,N,2,2,2,2,410,592,6243
17-03529,43,1,1,0,1,1,3,1,1,15289.1977921108,7370,10,10,64500.0,7,51,N,2,2,2,2,89,89,7953
17-03531,31,1,1,0,1,1,2,1,1,3513.447680180033,490,5,1,39800.0,8,500,N,2,2,2,2,86,94,7707
06-07502,27,1,6,0,1,0,2,1,1,3012.447911830085,370,3,1,27600.0,4,50,N,2,2,2,2,125,90,645
06-07502,67,2,1,0,1,0,2,1,1,34151.430656326105,6190,7,9,480.0,6,51,N,2,2,2,2,133,129,2982
51-51255,2,1,N,0,9,1,3,1,2,11239.600210154274,N,N,N,N,N,51,N,N,N,2,2,134,152,25997
29-01901,16,2,6,0,1,1,3,1,1,16.3,1480,0,6,362000.0,0,91,N,1,2,2,2,50,69,13289
06-07502,49,1,1,0,6,1,2,1,1,3119.0774853577236,7290,1,11,284200.0,8,500,N,2,2,2,2,110,112,1865
29-01901,55,1,1,0,1,0,3,1,1,16.3,590,6,6,573600.0,0,116,5,2,2,1,2,11,9,13821
17-03531,49,1,1,0,1,0,4,1,2,3564.401298006893,3390,3,4,30.0,4,204,N,2,2,2,2,54,54,8315
51-51255,39,2,1,0,1,0,2,1,2,11401.8132742912,9490,15,9,78700.0,7,51,N,2,2,2,2,131,150,22956
01-01301,48,2,1,0,9,0,3,1,1,2612.702161965314,7790,10,1,58150.0,7,32,N,2,2,2,2,68,69,192
24-01004,71,2,1,0,2,0,2,1,1,4276.760680599327,6380,7,11,121000.0,8,501,N,2,2,2,2,59,77,10711
36-04010,50,1,1,0,1,0,12,1,1,67.12800163227155,7690,2,6,11690.0,8,500,N,2,2,2,2,41,38,17808
28-01100,64,2,1,0,1,0,2,1,1,5283.883915307676,N,N,11,10050.0,0,51,N,2,2,2,2,109,121,12391
38-00100,26,1,6,0,3,0,N,1,2,74.34427871639343,4670,6,6,12000.0,2,90,N,2,2,2,2,256,214,18841
30-00600,53,2,4,0,1,0,9,1,2,7718.60625374172,9920,9,7,101020.0,8,50,N,2,1,2,2,23,23,14107
32-00405,31,2,4,1,1,0,4,1,1,8075.031298932386,N,N,7,100020.0,0,180,N,2,2,2,2,256,137,15565
13-04600,69,1,3,0,2,0,N,1,2,3784.2326389387163,N,N,7,111500.0,3,93,N,1,2,2,2,328,291,4750
19-01700,52,2,1,0,6,2,4,1,1,4016.967204301582,7380,1,8,7800.0,6,500,N,2,2,2,2,91,88,8915
40-00200,49,1,1,0,1,1,3,1,1,11083.818849177947,7370,1,6,23200.0,8,500,N,2,2,2,2,69,71,20235
06-07502,24,1,6,0,1,0,N,1,2,33917.478781997146,7390,10,9,210400.0,4,163,N,2,2,2,2,125,97,2357
40-00200,43,2,1,0,1,0,12,1,1,11125.215224872814,7790,10,10,291500.0,0,500,N,2,2,2,2,58,47,21761
17-03529,43,2,6,0,2,4,5,1,2,15100.751162909859,8470,13,10,45010.0,6,151,N,2,2,2,2,179,178,6596
24-01004,50,1,1,1,8,0,12,1,2,4657.816868006267,1590,0,3,50900.0,6,376,N,2,2,2,2,83,83,10322
29-01901,47,1,6,0,2,0,3,1,2,5502.667792605514,8660,14,7,34440.0,6,257,N,2,2,2,2,87,78,12898
13-04600,12,2,6,0,2,2,2,1,2,14911.818636103979,9920,9,3,-1300.0,0,86,N,2,2,2,2,127,95,4846
08-00803,0,2,N,0,2,0,6,1,2,3476.4234830826917,9920,9,9,990.0,9,456,N,N,N,2,2,96,62,24563
38-00100,48,1,1,0,1,0,2,1,1,118.50959058701483,390,1,7,140580.0,9,501,N,2,2,2,2,36,31,19131
01-01301,15,1,6,0,9,N,9,2,0,2616.8127762902523,9920,9,3,-5100.0,0,97,N,2,2,2,2,76,0,0
51-51255,59,1,1,0,1,0,2,1,2,11273.078100897903,9390,16,10,122800.0,8,501,N,2,2,2,2,134,134,22238
13-04600,90,2,3,0,1,N,9,2,0,14937.840818750417,9920,9,3,221410.0,3,94,N,1,1,1,2,95,0,4554
24-01004,26,2,6,0,1,0,9,1,2,4409.1673842578975,7790,10,1,-1900.0,1,68,N,1,2,2,2,86,86,10176
51-01301,24,1,6,0,6,0,9,1,2,11124.787266536907,7080,8,8,77100.0,6,500,N,2,2,2,2,71,72,21836
08-00803,5,2,N,0,2,2,2,1,2,3487.9818839777367,9920,9,2,990.0,9,77,N,2,2,2,2,393,317,24659
13-04600,8,1,N,0,2,2,2,1,2,14902.66459952126,9920,9,2,98600.0,9,0,N,2,2,2,2,203,199,24700
36-03710,59,2,4,0,2,0,9,1,2,50141.40762988088,8290,12,4,21300.0,3,161,N,2,2,2,2,71,72,15800
19-01700,34,2,6,0,1,0,2,1,1,4110.113236574526,9920,9,3,4970.0,5,500,N,1,1,2,2,15,9,8476
51-01301,21,1,6,0,1,0,2,1,1,11215.834618785384,5381,5,3,173610.0,2,500,N,2,2,2,2,61,69,22894
30-00600,17,1,6,0,1,2,4,1,1,107.38979240280881,N,N,4,236800.0,1,351,N,2,2,2,1,16,14,15131
19-01700,7,1,N,0,1,2,4,1,1,3672.880003847977,N,N,2,N,N,438,N,1,2,2,2,40,56,25601
30-00600,18,1,6,0,2,0,12,1,2,7830.425020628396,4980,5,6,114000.0,0,192,N,2,2,2,2,39,37,14305
17-03529,37,2,6,0,9,0,N,1,2,15171.221795389125,7870,11,10,72300.0,8,501,N,2,2,2,2,64,64,6357
36-03710,37,1,6,0,2,0,2,1,1,50057.374802743834,6991,8,4,97500.0,7,500,N,2,2,2,2,90,113,16293
30-00600,64,2,1,0,1,0,2,1,1,102.26053121497426,6470,7,9,569800.0,7,501,N,2,2,2,2,32,35,15182
38-00100,69,2,1,0,1,0,12,1,1,18.585409246232516,9920,9,6,68010.0,1,232,N,2,1,2,2,34,8,19713
28-01100,38,2,1,0,2,5,7,1,2,2780.5777314324805,8770,14,6,426200.0,2,106,N,2,2,2,2,67,68,12159
24-01004,7,2,N,0,6,2,5,1,1,4216.505073091283,N,N,3,N,N,501,N,2,2,2,2,67,64,26247
24-01004,60,1,4,0,9,0,N,1,1,4350.399863815518,5295,6,9,33700.0,4,255,N,2,2,1,2,90,90,9597
06-08507,62,2,1,0,1,0,4,1,1,3382.7985724011046,7890,11,9,43900.0,6,501,N,2,2,2,2,95,89,881
51-51255,65,2,4,0,1,0,N,1,1,11240.925991226239,7490,10,9,55230.0,6,454,N,2,2,2,2,345,345,21383
28-01100,76,2,1,0,2,0,3,1,1,5249.096939288233,9920,9,4,109100.0,1,4,N,2,2,2,2,25,25,12033
38-00100,43,2,1,0,1,0,2,1,1,16.3,8561,13,2,21300.0,4,415,N,2,1,1,2,48,59,18973
17-03531,83,1,6,0,2,0,2,1,1,11197.361929154293,N,N,7,121000.0,2,99,N,2,2,2,2,34,40,5928
19-01700,27,1,6,0,1,0,2,1,1,3703.111919998877,6270,7,3,94400.0,1,441,N,1,2,2,2,59,31,7425
06-08507,20,1,6,0,1,0,9,1,2,3321.8086738903635,7370,1,6,19640.0,2,147,N,2,2,2,2,100,97,2854
29-01901,28,2,2,0,2,N,N,2,0,5551.497052048056,7580,10,4,41030.0,1,N,N,1,2,2,2,77,0,12656
06-07502,30,1,1,0,1,0,12,1,2,3009.3541621313034,6970,8,8,53100.0,8,50,N,2,2,2,2,112,111,485
36-03710,37,1,1,0,6,1,2,1,1,49737.06116658155,6780,8,8,138000.0,8,500,N,2,2,2,2,80,81,16775
32-00405,74,1,6,0,1,0,N,1,2,8349.96407566057,N,N,5,98920.0,2,92,N,2,2,2,2,102,102,17734
30-00600,74,1,6,0,1,0,9,1,1,7953.865925307367,9920,9,4,80000.0,7,500,N,1,1,1,2,63,63,15481
29-01901,80,2,3,0,2,0,N,1,2,5711.476505582608,9290,15,5,14440.0,3,12,N,2,1,2,2,98,98,13217
38-00100,39,2,1,0,1,0,2,1,1,16.3,670,8,4,26050.0,5,218,N,1,2,2,1,202,214,18436
19-01700,66,1,1,0,1,0,2,1,1,3628.832492948291,7390,1,10,-100.0,7,5,N,2,2,2,2,54,56,8188
38-00100,63,2,4,0,1,0,N,1,2,254.0767335098463,1390,4,5,148750.0,2,117,N,2,1,2,2,203,205,20662
08-00803,22,1,6,0,1,N,N,3,0,3811.578856340031,9920,18,7,100800.0,0,N,N,2,2,2,2,81,2,4181
06-08507,59,2,6,0,6,0,N,1,1,3590.3863700395978,3570,4,9,20050.0,9,51,N,2,2,2,2,56,53,3462
19-01700,71,1,1,0,1,0,12,1,1,3992.249092042642,7370,1,11,181500.0,8,500,N,2,1,2,2,17,14,9661
19-01700,28,1,6,0,1,0,2,1,1,3939.248575773442,6870,8,8,185100.0,2,500,N,2,2,2,2,87,53,8688
30-00600,13,1,N,0,1,0,3,1,1,60.15067750932168,N,N,3,N,N,198,N,2,2,2,2,36,31,27252
06-08507,3,2,N,0,6,2,4,1,1,3361.5208304199714,N,N,2,N,N,501,N,N,N,2,2,120,113,23941
17-03529,53,1,6,0,2,0,N,1,2,15271.752162064702,6290,7,8,77950.0,8,501,N,2,2,2,2,142,142,6312
51-51255,4,1,N,0,9,4,6,1,1,11250.94121665229,N,N,2,N,N,501,N,N,N,2,2,96,131,25713
38-00100,69,1,2,0,1,0,N,1,1,140.2727657046783,180,0,7,186700.0,9,501,N,2,2,2,2,100,101,18896
32-00405,40,2,1,0,6,2,3,1,1,52736.863878920536,8180,11,10,39500.0,4,500,N,2,2,2,2,81,90,16159
40-00200,36,1,1,0,9,2,4,1,1,178.26567073734535,7770,3,5,35300.0,6,159,N,2,2,2,2,65,64,20571
01-01301,29,1,6,0,2,0,2,1,1,2723.902923632163,8180,11,8,349000.0,5,180,N,2,2,2,2,256,154,297
38-00100,67,1,1,0,1,0,2,1,1,141.02970578055692,3080,0,5,232100.0,3,207,N,2,2,2,2,27,28,19373
51-01301,49,1,6,0,2,0,9,1,2,11147.727096577912,5370,5,6,45500.0,5,354,N,1,2,2,2,87,88,21948
01-01301,71,2,6,0,2,0,N,1,1,2803.9833540831987,7580,10,7,405980.0,6,331,N,2,2,1,2,72,72,716
30-00600,32,1,4,0,1,2,3,1,1,94.12993865411056,6390,7,8,33030.0,5,251,N,2,2,2,2,102,107,15139
36-03710,5,2,N,0,2,2,3,1,1,49574.77098895243,9920,9,2,98500.0,9,237,N,2,2,2,2,167,192,22555
17-03531,0,1,N,0,1,4,5,1,1,3279.2514474708305,9920,9,9,98600.0,9,0,N,N,N,2,2,65,101,24855
13-04600,43,2,5,0,2,1,3,1,2,3853.6062286768374,5170,6,8,25380.0,4,153,N,2,2,1,2,59,59,5413
17-03529,55,2,6,0,1,0,N,1,2,15283.505045561156,8891,14,7,62770.0,7,467,N,2,2,2,2,85,82,6274
13-04600,30,1,6,0,2,2,2,1,2,14924.665488695302,9790,17,4,-1700.0,0,0,N,2,2,2,2,196,202,5558
51-01301,58,1,4,0,2,0,2,1,1,11436.33258331552,7880,10,4,371000.0,4,356,N,2,2,2,2,81,78,23795
40-00200,81,1,4,0,1,0,N,1,1,145.83528183290858,6680,8,9,17180.0,4,145,N,2,2,2,2,48,48,20189
28-01100,63,1,6,0,1,0,9,1,2,5247.998029685593,6590,7,1,946000.0,8,500,N,2,2,2,2,83,83,12697
36-03710,25,2,6,4,8,1,3,1,2,52864.7,N,N,7,100190.0,0,56,N,2,2,2,2,96,95,17998
06-07502,69,1,6,0,1,0,9,1,1,3109.926060899265,9920,9,8,80400.0,7,500,N,2,2,2,1,69,70,750
01-01301,9,1,N,0,2,2,3,1,1,2478.093106298816,9920,9,2,98730.0,9,339,N,2,2,2,2,134,168,22517
40-00200,61,2,6,0,9,0,9,1,1,11147.254325212849,9920,9,1,153300.0,8,500,N,2,2,2,2,32,31,20694
06-07502,67,1,6,0,1,0,9,1,2,3120.821325450702,9920,9,1,90800.0,7,500,N,2,2,2,2,88,88,1191
19-01700,17,1,6,0,1,3,5,1,1,3716.5139057561246,N,N,4,100100.0,0,343,N,2,2,2,2,96,165,8612
24-01004,55,1,1,0,1,2,4,1,1,4721.427353641788,N,16,10,23600.0,9,52,N,2,2,2,2,80,73,10917
36-03710,6,2,N,0,9,1,5,1,1,49225.205634680824,9920,9,2,98040.0,9,50,N,2,2,2,2,30,37,22258
38-00100,22,1,6,0,3,0,2,1,1,104.87162754453897,6870,9,5,29740.0,4,501,N,2,2,2,2,174,148,19148
01-01301,8,1,N,1,9,2,3,1,1,2510.3550783950345,9920,9,2,9890.0,9,114,N,2,2,2,2,182,142,22671
13-04600,22,2,6,0,2,N,N,3,0,3772.8059199905606,N,N,7,100000.0,0,N,N,2,2,2,2,70,0,4485
36-03710,40,1,6,0,2,0,9,1,1,49788.75763936562,6070,6,4,76280.0,7,500,N,2,2,2,2,167,166,15595
24-01004,67,1,2,0,1,N,N,3,0,4510.905089819878,9390,15,9,333000.0,4,252,N,2,2,1,2,9,1,9580
17-03531,76,1,1,0,1,0,12,1,1,3363.8395284006333,9920,9,2,3300.0,4,332,N,1,1,2,2,85,84,7071
40-00200,2,2,N,0,2,2,3,1,2,11154.97636131163,9920,9,1,99800.0,9,111,N,N,N,2,2,211,350,25825
29-01901,60,2,1,0,1,0,12,1,1,16.3,7790,10,8,5180.0,6,446,N,1,2,2,2,9,5,13266
01-01301,70,2,1,0,2,0,12,1,1,2423.136203624583,9920,9,8,329000.0,5,226,N,2,2,2,2,79,49,0
01-01301,63,1,3,0,2,0,2,1,2,2851.1132188630313,4770,6,7,122800.0,9,501,N,2,2,2,2,202,210,533
26-02702,22,1,1,0,1,1,2,1,2,2551.108664649278,8590,13,8,212040.0,4,21,N,2,2,2,2,80,81,11894
32-00405,7,1,N,0,1,2,3,1,2,8073.212258951626,N,N,3,N,N,13,N,2,2,2,2,40,46,23484
06-08507,52,1,1,0,1,3,7,1,1,3767.3748710104437,7460,10,9,63900.0,9,51,N,2,2,2,2,66,71,3300
40-00200,71,1,1,0,3,0,5,1,1,160.3384726416457,N,N,5,25400.0,5,167,4,2,2,2,1,65,64,20619
19-01700,28,2,6,0,1,0,N,1,2,4047.344684023142,8192,12,10,572000.0,7,425,N,2,2,2,2,283,271,9275
24-01004,45,1,1,0,1,0,12,1,1,4586.4696178217555,9370,15,8,66760.0,7,500,N,2,2,2,2,88,102,10355
30-00600,6,2,N,1,1,0,3,1,1,7874.730262279001,9920,9,2,9900.0,9,0,N,2,2,2,2,33,25,22703
19-01700,65,1,1,0,1,0,12,1,2,4043.343204200516,9920,9,10,160000.0,2,444,N,2,2,2,2,58,57,8165
40-00200,26,2,1,0,1,0,12,1,1,11100.975529780599,8180,11,10,78100.0,6,500,N,2,2,2,2,132,110,21036
51-51255,71,2,1,0,1,0,2,1,1,11395.855855280102,8180,12,10,26200.0,4,51,N,2,2,2,2,58,57,23654
38-00100,84,1,1,0,1,0,2,1,1,172.76937941223935,N,N,3,150500.0,2,208,N,2,2,2,2,82,79,19017
06-08507,9,2,N,0,1,2,3,1,1,3337.2474846121463,9920,9,2,99500.0,9,500,N,2,2,2,2,87,92,24466
38-00100,71,2,1,0,1,0,4,1,1,108.23596435682073,1770,0,8,10900.0,2,501,N,2,2,2,2,21,42,18722
40-00200,30,1,6,0,1,0,9,1,2,11126.692162926858,7460,1,8,117500.0,7,500,N,2,2,2,2,25,23,21817
13-04600,19,1,6,0,1,N,N,3,0,3844.4349057635354,N,N,7,100130.0,0,N,N,2,2,2,2,101,1,4722
40-00200,16,1,6,0,3,1,4,1,1,135.75381410002734,N,N,3,100010.0,0,372,N,2,2,2,2,104,63,20258
36-04010,52,1,6,0,6,0,7,1,1,51520.28918921598,8990,14,4,34100.0,5,51,N,2,2,2,2,177,268,18444
01-01301,85,1,3,0,2,0,N,1,1,2873.873132797168,N,N,8,78010.0,2,70,N,2,2,2,2,32,32,418
29-01901,4,2,N,0,1,3,5,1,1,16.3,9920,9,2,98010.0,9,135,N,2,2,2,2,5,0,26240
24-01004,88,1,1,0,1,0,2,1,1,4349.055543359553,N,N,12,162490.0,9,501,N,2,2,2,2,81,67,10133
06-07502,38,1,6,0,1,0,9,1,2,3115.7865423782364,3380,3,8,70500.0,6,500,N,2,2,2,2,51,49,1383
13-04600,27,1,6,1,1,1,3,1,1,3766.974637401521,770,3,6,41250.0,6,312,N,2,2,2,2,76,47,4864
17-03531,24,2,6,0,2,0,3,1,1,11328.904808812547,8180,12,5,163200.0,3,115,N,2,2,2,2,142,91,8371
24-01004,78,2,1,0,1,0,2,1,2,4384.23712931449,8380,13,9,188200.0,3,501,N,2,2,2,2,98,110,10351
36-04010,53,2,3,0,1,0,9,1,1,54.15926291181674,8080,11,6,34200.0,4,26,N,2,2,2,2,31,32,19119
51-51255,27,1,6,0,2,0,2,1,2,11294.542402663705,770,3,5,162500.0,3,501,N,2,2,2,2,112,43,21759
30-00600,13,1,N,0,1,1,3,1,1,125.69699978838321,N,N,3,N,N,51,N,2,2,2,2,59,63,27252
13-04600,66,2,6,0,2,0,2,1,1,3833.7642804909397,9480,16,6,81300.0,2,N,N,2,2,2,2,93,92,5226
19-01700,25,1,6,0,1,0,N,1,2,3703.7414141546033,770,3,5,312000.0,5,239,N,2,2,2,2,101,121,8305
01-01301,11,2,N,1,1,3,4,1,2,33496.865042379206,9920,9,2,99300.0,9,283,N,2,2,2,2,122,156,23807
51-01301,34,1,1,0,1,1,2,1,2,11176.338949809084,8564,13,4,146600.0,2,373,N,2,2,2,2,122,103,20695
17-03529,3,2,N,0,2,4,4,1,2,10936.130291719264,9920,9,2,9790.0,9,116,N,2,2,2,2,115,146,24252
01-01301,12,1,N,0,1,2,2,1,1,33572.396035762766,9920,9,2,9970.0,9,500,N,2,2,2,2,60,73,23840
26-02702,18,1,6,0,6,N,N,3,0,4941.977171121469,N,N,5,142000.0,3,N,N,2,2,2,2,79,0,10824
51-51255,11,1,N,0,6,1,3,1,2,11238.777222247452,N,N,3,N,N,255,N,2,2,2,2,46,59,26042
40-00200,50,1,1,0,1,2,3,1,1,11067.361014130502,7890,11,11,28080.0,8,500,N,2,2,2,2,30,29,21745
38-00100,0,1,N,0,3,2,4,1,1,77.37740511889442,9920,9,9,9970.0,9,183,N,N,N,2,2,63,75,24680
32-00405,27,1,6,1,9,0,7,1,1,8113.190646024064,9190,15,5,100130.0,0,206,N,2,2,2,2,83,65,16152
36-04010,72,1,1,0,1,0,12,1,1,37.335984634662545,9920,9,4,9760.0,1,20,N,2,1,2,1,299,301,19196
36-04010,3,2,N,0,1,2,3,1,2,16.3,9920,9,2,98000.0,9,55,N,1,2,2,2,13,13,22784
30-00600,68,1,1,0,1,0,2,1,1,88.59201571497549,8191,12,5,63100.0,8,501,N,2,2,2,1,22,18,15407
06-08507,19,1,6,0,1,0,9,1,2,3262.989552949883,7860,10,6,383800.0,0,290,N,2,2,2,2,95,88,3318
51-51255,32,2,6,0,1,0,N,1,1,11266.532964605165,7270,10,11,283200.0,9,501,N,2,2,2,2,70,85,21646
32-00405,79,2,1,0,1,0,2,1,1,316.1081344081362,N,N,7,516800.0,6,52,N,2,2,2,2,28,48,16831
01-01301,56,2,4,0,2,0,N,1,2,2773.7370152311514,N,N,8,95050.0,2,73,N,1,1,2,2,57,56,541
26-02702,9,1,N,3,2,3,4,1,2,5224.448763004052,N,N,3,N,N,118,N,1,2,2,2,127,62,27050
08-00803,92,2,3,0,1,0,N,1,2,3651.4734923222354,N,N,7,76020.0,7,51,N,2,2,2,2,55,53,4269
51-01301,1,2,N,0,1,2,3,1,1,11158.508564427822,9920,9,9,99000.0,9,500,N,N,N,2,2,74,55,25649
36-04010,5,2,N,0,1,3,5,1,1,16.3,9920,9,12,9900.0,9,500,N,2,2,2,2,188,199,23772
30-00600,58,1,1,0,1,0,2,1,1,84.68381147397393,4980,1,5,112800.0,9,501,N,2,2,2,2,413,418,14898
01-01301,59,1,4,0,2,0,9,1,1,2620.5198125480765,8590,13,7,116900.0,2,89,N,2,2,2,2,67,68,339
06-07502,36,2,6,0,2,0,N,1,2,34078.84016052916,6780,8,9,64700.0,7,472,N,1,2,2,2,105,106,3478
19-01700,66,2,1,0,1,0,12,1,1,4011.0317779368024,7370,1,11,52090.0,5,500,N,2,2,2,2,49,50,8197
28-01100,59,1,4,0,2,0,2,1,2,5034.29950172188,690,8,4,25700.0,4,248,N,2,1,2,2,69,69,12015
36-04010,1,1,N,0,1,2,3,1,2,16.3,9920,9,12,98730.0,9,40,N,N,N,2,2,406,342,23582
24-01004,44,2,1,0,1,3,5,1,1,4287.876930299263,6991,9,10,362100.0,9,501,N,2,2,2,2,65,66,10712
40-00200,73,2,1,0,1,0,12,1,1,11148.64182930734,9920,9,1,382000.0,4,500,N,2,2,2,2,93,104,21618
06-08507,26,2,6,0,1,0,4,1,1,3307.8969781127535,3365,4,9,100000.0,8,501,N,2,2,2,2,145,87,753
29-01901,56,2,1,0,1,0,12,1,1,16.3,7780,10,1,47490.0,6,500,N,2,2,2,2,18,21,13536
08-00803,23,1,6,0,1,N,N,3,0,3703.900155532902,5680,6,7,10040.0,0,N,N,2,2,2,2,112,1,3850
06-08507,10,2,N,0,6,2,3,1,1,3151.7916105613835,9920,9,2,98730.0,9,500,N,2,2,2,2,25,20,23813
30-00600,41,1,4,0,1,0,9,1,1,7864.861022503348,6070,6,6,20950.0,3,155,N,2,2,2,2,57,29,14979
17-03529,75,2,1,0,2,0,12,1,2,11139.332643558813,9920,9,3,117900.0,1,217,N,2,2,2,1,176,138,5587
30-00600,27,2,6,0,1,N,9,2,0,7869.96388985436,9920,9,6,-2100.0,0,95,N,2,2,2,2,87,0,14274
38-00100,60,1,4,0,1,0,N,1,1,144.14826790833115,N,N,5,202000.0,3,156,N,2,2,2,2,165,163,18901
19-01700,44,2,1,0,1,3,5,1,1,4187.7497824404045,N,N,6,101500.0,0,500,N,2,2,2,2,155,158,10173
26-02702,65,1,5,0,2,0,9,1,1,2597.236570558961,9920,9,2,204300.0,4,169,N,2,2,2,2,128,128,11617
06-07502,34,1,6,0,1,0,N,1,2,33704.472446236374,6490,8,10,42690.0,6,320,N,2,2,1,2,121,120,1925
38-00100,68,2,3,0,1,0,9,1,2,55.546208171148066,9920,9,5,165310.0,3,132,N,2,2,2,2,61,62,20206
32-00405,95,2,3,0,1,0,N,1,1,8242.003190156578,N,N,5,181000.0,3,158,N,2,2,2,2,70,69,16856
30-00600,7,1,N,0,1,4,6,1,2,96.88382667784285,N,N,2,N,N,423,N,2,2,2,2,23,32,27252
17-03531,0,1,N,1,9,1,2,1,1,3467.661246158264,9920,9,9,99100.0,9,279,N,N,N,2,2,71,62,25160
36-04010,54,1,1,0,1,0,12,1,1,16.3,1290,0,7,266000.0,8,50,N,2,2,2,2,35,34,17902
36-04010,17,2,6,0,1,1,2,1,2,58.94280619415173,8670,13,6,189900.0,2,500,N,2,2,2,2,83,39,18008
29-01901,71,2,6,0,2,0,N,1,1,5711.715319515044,8192,12,5,26500.0,4,221,N,2,2,2,2,101,101,13466
13-04600,26,2,6,0,2,0,12,1,1,14972.729271962662,7290,1,8,47400.0,5,500,N,2,2,2,2,198,134,5923
29-01901,74,1,1,0,9,0,2,1,1,5844.069786654584,8891,14,10,52900.0,7,51,2,2,2,2,2,89,89,14080
06-08507,21,1,6,0,1,0,9,1,2,3301.53393208389,8590,13,6,186000.0,2,14,N,2,2,2,2,141,141,3409
