,SEX,MSP,RAC1P,OWN_RENT,PINCP_DECILE,EDU,AGEP,HOUSING_TYPE,DVET,DEYE,index_col
6269,1,6,1,1,2,9,49,3,N,2,6269
6270,2,3,1,1,3,8,15,3,N,2,6270
6271,2,3,1,1,5,6,35,3,N,2,6271
6272,2,2,1,1,8,6,13,3,N,2,6272
6273,1,2,2,1,2,N,15,3,N,2,6273
6274,1,3,1,1,9,5,72,2,N,2,6274
6275,1,4,1,1,4,6,66,3,N,2,6275
6276,1,2,1,1,1,7,58,3,N,2,6276
6277,1,4,1,1,3,7,68,3,N,2,6277
6278,2,4,3,1,0,5,50,3,N,2,6278
6279,2,4,1,1,8,5,75,1,N,2,6279
6280,1,N,1,1,5,6,75,1,N,2,6280
6281,2,5,1,1,N,6,40,2,N,2,6281
6282,2,4,1,1,4,2,26,2,N,2,6282
6283,2,6,1,1,4,9,58,3,N,2,6283
6284,2,6,1,2,0,4,46,3,N,2,6284
6285,2,4,1,1,7,8,62,3,N,2,6285
6286,2,3,1,1,6,1,2,3,N,2,6286
6287,2,4,1,1,6,10,15,3,N,2,6287
6288,1,6,1,1,4,5,50,3,N,2,6288
6289,1,2,1,1,7,12,11,1,N,2,6289
6290,1,1,1,1,7,8,17,1,N,2,6290
6291,1,2,1,1,5,1,14,3,N,2,6291
6292,2,3,1,1,4,5,7,3,N,2,6292
6293,1,3,1,1,9,7,75,2,N,2,6293
6294,1,4,1,1,1,12,27,1,N,2,6294
6295,2,4,1,1,0,5,39,3,N,2,6295
6296,2,N,1,1,7,10,44,1,N,2,6296
6297,2,4,1,1,6,1,1,3,N,2,6297
6298,2,5,1,1,4,9,84,1,N,2,6298
6299,1,4,1,1,6,9,35,1,N,2,6299
6300,2,4,1,1,N,3,29,1,N,2,6300
6301,2,4,1,1,6,8,83,3,N,2,6301
6302,1,N,1,1,N,10,11,1,N,2,6302
6303,2,6,1,1,2,7,49,3,N,2,6303
6304,1,2,1,1,5,5,16,2,N,2,6304
6305,2,4,1,1,3,7,91,2,N,2,6305
6306,1,N,1,1,5,1,56,2,N,2,6306
6307,1,4,1,1,8,8,51,1,N,2,6307
6308,1,5,4,1,9,9,14,3,N,2,6308
6309,2,6,1,1,2,5,37,3,N,2,6309
6310,2,N,1,1,N,N,5,3,5,2,6310
6311,1,4,1,1,4,1,8,3,N,2,6311
6312,1,N,1,1,7,4,85,1,N,2,6312
6313,1,N,1,1,7,1,70,1,N,2,6313
6314,1,3,1,1,7,N,24,3,N,2,6314
6315,2,6,2,1,0,4,40,3,N,2,6315
6316,2,5,1,1,N,2,16,1,N,2,6316
6317,1,1,1,1,4,5,67,1,5,2,6317
6318,1,6,1,1,3,1,18,3,N,2,6318
6319,2,N,1,1,8,2,25,2,N,2,6319
6320,2,1,1,1,1,1,58,3,5,2,6320
6321,1,2,2,1,1,7,42,3,5,2,6321
6322,1,3,1,1,N,6,24,1,N,2,6322
6323,1,N,1,1,N,12,62,3,N,2,6323
6324,1,4,1,1,5,7,71,3,N,2,6324
6325,2,2,1,1,1,4,59,1,N,2,6325
6326,2,2,1,1,9,10,7,3,N,2,6326
6327,1,5,1,1,6,6,54,1,N,2,6327
6328,1,4,1,1,1,8,45,3,N,2,6328
6329,1,5,1,1,5,8,28,2,5,2,6329
6330,1,3,1,1,5,7,78,1,N,2,6330
6331,1,4,1,1,4,6,48,3,N,2,6331
6332,2,5,1,1,2,10,26,3,N,2,6332
6333,1,N,1,1,N,9,65,1,N,2,6333
6334,1,2,1,1,2,6,40,3,N,2,6334
6335,2,3,1,1,3,5,87,3,N,2,6335
6336,2,2,1,1,3,6,22,3,N,2,6336
6337,2,3,1,1,7,N,11,3,N,2,6337
6338,2,5,1,1,5,8,74,3,N,2,6338
6339,2,4,1,1,7,7,26,1,N,2,6339
6340,1,6,1,1,1,5,30,3,N,2,6340
6341,1,N,1,1,N,3,57,1,N,2,6341
6342,1,N,1,1,N,12,9,3,N,2,6342
6343,1,1,2,1,5,12,45,2,N,2,6343
6344,2,6,1,1,9,7,12,3,N,2,6344
6345,1,5,1,1,N,8,38,2,N,2,6345
6346,2,3,1,1,7,7,2,3,5,2,6346
6347,1,3,2,1,3,5,54,3,N,2,6347
6348,1,6,1,1,4,9,40,1,N,2,6348
6349,1,2,1,1,8,8,24,3,N,2,6349
6350,2,5,1,1,N,10,27,3,5,2,6350
6351,2,6,2,1,2,8,19,3,N,2,6351
6352,1,4,1,1,3,10,42,3,N,2,6352
6353,2,6,1,1,3,4,50,3,N,2,6353
6354,1,3,3,1,5,11,35,3,N,2,6354
6355,1,3,1,1,6,6,5,1,N,2,6355
6356,1,5,1,1,5,4,38,1,N,2,6356
6357,2,3,1,1,7,6,77,3,N,2,6357
6358,2,1,1,1,4,1,10,2,N,2,6358
6359,1,6,1,1,9,5,89,3,N,2,6359
6360,1,4,2,1,4,6,28,3,N,2,6360
6361,1,4,1,1,3,5,91,3,N,2,6361
6362,1,4,1,1,4,9,4,3,N,2,6362
6363,1,3,1,1,9,8,23,1,N,2,6363
6364,1,1,1,1,9,9,17,3,N,2,6364
6365,1,1,1,1,5,7,66,3,N,2,6365
6366,1,2,1,1,4,12,53,1,N,2,6366
6367,1,N,1,1,N,12,11,3,N,2,6367
6368,2,5,1,1,4,3,56,2,N,2,6368
6369,1,2,1,1,0,1,32,3,N,2,6369
6370,2,1,1,1,8,5,11,1,N,2,6370
6371,1,5,1,1,2,9,69,3,N,2,6371
6372,2,6,1,1,2,5,31,3,N,2,6372
6373,2,N,1,1,N,9,68,1,5,2,6373
6374,2,2,1,1,1,8,70,3,N,2,6374
6375,1,2,1,1,0,9,45,2,N,2,6375
6376,2,6,1,1,3,9,36,3,N,2,6376
6377,2,2,1,1,0,9,57,3,N,2,6377
6378,1,4,1,1,5,5,57,3,N,2,6378
6379,1,1,1,1,6,4,24,3,N,2,6379
6380,1,5,1,1,6,6,38,3,5,2,6380
6381,1,6,1,1,1,8,76,3,N,2,6381
6382,2,1,1,1,9,11,36,1,N,2,6382
6383,2,3,3,1,6,3,49,3,N,2,6383
6384,1,N,1,1,7,7,32,3,N,2,6384
6385,2,1,1,1,N,2,5,3,N,2,6385
6386,2,5,2,1,N,4,2,1,N,2,6386
6387,1,5,1,1,6,9,56,3,N,2,6387
6388,1,3,1,1,8,11,54,3,N,2,6388
6389,1,2,1,1,1,5,16,3,N,2,6389
6390,1,5,1,1,N,11,61,3,N,2,6390
6391,2,3,1,1,6,5,85,3,5,2,6391
6392,1,6,1,1,9,4,20,3,N,2,6392
6393,2,3,1,1,8,9,57,1,N,2,6393
6394,2,5,1,1,8,6,25,3,N,2,6394
6395,2,5,1,1,6,11,21,3,N,2,6395
6396,1,4,1,1,2,6,55,1,N,2,6396
6397,1,6,2,1,3,4,9,3,N,2,6397
6398,2,1,1,1,0,8,38,3,N,2,6398
6399,2,6,1,1,4,11,56,2,N,2,6399
6400,1,6,1,1,2,5,46,3,N,2,6400
6401,2,5,1,1,8,1,41,2,N,2,6401
6402,1,4,1,1,3,10,10,3,N,2,6402
6403,1,4,2,1,4,6,58,3,N,2,6403
6404,2,6,1,1,0,7,77,3,N,2,6404
6405,2,4,1,1,N,8,8,3,N,2,6405
6406,2,1,1,1,8,6,79,3,5,2,6406
6407,1,6,2,1,0,9,23,3,N,2,6407
6408,2,1,1,1,6,9,16,3,N,2,6408
6409,2,2,1,1,4,5,92,3,N,2,6409
6410,1,1,1,1,3,5,58,3,N,2,6410
6411,2,N,1,1,8,3,70,1,N,2,6411
6412,2,5,1,1,N,6,27,1,N,2,6412
6413,2,4,2,1,5,3,19,1,5,2,6413
6414,1,6,1,1,8,9,16,1,N,2,6414
6415,2,2,1,1,0,5,89,3,N,2,6415
6416,1,5,1,1,8,5,62,3,5,2,6416
6417,1,6,1,1,1,5,20,3,N,2,6417
6418,1,5,1,1,6,4,14,1,N,2,6418
6419,2,1,1,1,2,6,79,1,N,2,6419
6420,1,2,1,1,9,8,43,2,5,2,6420
6421,1,5,1,1,N,N,3,3,5,2,6421
6422,1,6,1,1,1,5,57,3,N,2,6422
6423,2,6,1,1,0,7,53,3,N,2,6423
6424,2,6,1,1,3,9,56,1,N,2,6424
6425,1,3,1,1,7,7,75,3,N,2,6425
6426,2,N,1,1,N,3,14,3,N,2,6426
6427,1,3,1,1,9,7,14,3,N,2,6427
6428,2,5,1,1,6,9,48,3,5,2,6428
6429,2,6,2,1,9,5,31,3,N,2,6429
6430,2,N,1,1,6,10,26,3,N,2,6430
6431,1,6,1,1,1,7,63,3,N,2,6431
6432,2,6,1,1,2,7,10,3,N,2,6432
6433,1,4,1,1,2,9,63,3,N,2,6433
6434,1,3,1,1,1,9,68,3,N,2,6434
6435,2,1,1,1,5,1,26,2,N,2,6435
6436,1,1,1,1,6,6,44,3,N,2,6436
6437,1,1,1,1,9,4,52,1,5,2,6437
6438,1,6,1,1,4,4,27,2,N,2,6438
6439,2,5,1,1,6,10,43,3,N,2,6439
6440,1,5,1,2,N,8,31,2,5,2,6440
6441,2,1,1,1,N,5,7,3,N,2,6441
6442,2,N,1,1,6,9,50,3,N,2,6442
6443,1,4,1,1,0,9,26,3,N,2,6443
6444,1,3,1,1,5,4,62,3,N,2,6444
6445,2,6,1,1,3,8,69,3,N,2,6445
6446,1,3,1,1,7,10,35,3,5,2,6446
6447,1,4,1,1,9,5,53,3,N,2,6447
6448,2,6,1,1,1,1,46,2,N,2,6448
6449,2,6,1,1,1,5,87,3,N,2,6449
6450,2,6,1,1,6,9,52,3,N,2,6450
6451,2,6,2,2,4,4,8,3,N,2,6451
6452,1,1,1,1,9,9,20,3,5,2,6452
6453,1,6,1,1,3,6,30,3,N,2,6453
6454,1,3,1,1,8,4,65,3,N,2,6454
6455,1,4,1,1,9,10,62,2,N,2,6455
6456,1,4,1,1,8,9,55,3,N,2,6456
6457,2,6,1,1,9,8,74,2,N,2,6457
6458,1,N,1,1,6,3,18,2,N,2,6458
6459,2,2,1,1,0,8,55,3,N,2,6459
6460,2,5,1,1,5,10,67,3,N,2,6460
6461,2,3,1,1,7,1,61,3,N,2,6461
6462,2,1,1,1,1,7,80,3,N,2,6462
6463,1,5,1,1,N,3,77,3,N,2,6463
6464,2,3,1,1,3,1,79,3,N,2,6464
6465,2,3,1,1,9,9,52,3,N,2,6465
6466,2,N,1,1,4,7,71,3,5,2,6466
6467,1,5,1,1,6,5,26,3,N,2,6467
6468,2,1,1,1,9,1,21,3,N,2,6468
6469,1,6,2,1,4,7,22,1,N,2,6469
6470,2,2,2,2,9,9,42,1,N,2,6470
6471,2,2,2,1,8,8,1,3,N,2,6471
6472,2,2,1,1,0,9,65,3,N,2,6472
6473,2,N,1,1,2,7,67,3,N,2,6473
6474,2,1,1,1,2,5,19,3,N,2,6474
6475,2,4,1,1,2,3,89,1,N,2,6475
6476,1,3,1,1,8,7,30,2,N,2,6476
6477,1,5,1,1,0,7,70,3,N,2,6477
6478,1,5,1,1,6,7,52,3,N,2,6478
6479,2,6,1,1,7,7,85,3,5,2,6479
6480,2,2,1,1,N,8,71,3,N,2,6480
6481,2,1,1,1,6,1,26,2,N,2,6481
6482,2,1,1,1,9,1,60,3,N,2,6482
6483,2,2,1,1,3,8,84,3,N,2,6483
6484,1,4,1,1,9,8,49,3,N,2,6484
6485,2,5,1,1,5,7,47,2,N,2,6485
6486,2,N,1,1,7,11,64,1,5,2,6486
6487,1,1,1,1,5,9,65,1,N,2,6487
6488,2,1,1,1,4,6,11,2,N,2,6488
6489,1,4,1,1,6,4,37,1,N,2,6489
6490,1,2,1,1,6,10,8,3,N,2,6490
6491,1,1,1,1,6,2,5,1,N,2,6491
6492,1,N,1,1,7,12,42,3,N,2,6492
6493,2,5,1,1,4,9,74,3,N,2,6493
6494,1,3,1,1,6,7,50,2,N,2,6494
6495,2,4,1,1,8,11,11,3,N,2,6495
6496,1,4,1,1,4,7,38,3,N,2,6496
6497,2,1,1,1,9,9,38,3,N,2,6497
6498,1,1,1,1,7,8,56,3,N,2,6498
6499,2,6,1,1,1,7,75,3,N,2,6499
6500,2,1,2,1,N,10,20,1,5,2,6500
6501,2,6,1,1,1,10,37,2,N,2,6501
6502,1,3,1,1,2,5,57,3,N,2,6502
6503,1,1,1,1,5,9,48,3,N,2,6503
6504,1,2,1,1,9,9,79,3,N,2,6504
6505,2,6,1,1,4,6,39,3,N,2,6505
6506,1,1,1,1,2,5,91,3,N,2,6506
6507,2,4,2,1,1,4,25,3,N,2,6507
6508,2,4,1,1,8,11,28,3,N,2,6508
6509,2,2,1,1,1,1,92,1,N,2,6509
6510,1,3,1,1,9,12,24,3,N,2,6510
6511,2,5,4,1,2,8,49,2,N,2,6511
6512,1,3,1,1,4,6,93,2,N,2,6512
6513,1,2,1,1,3,3,49,3,N,2,6513
6514,2,6,1,1,1,3,45,3,N,2,6514
6515,1,6,1,1,1,5,26,3,N,2,6515
6516,2,4,1,1,2,8,63,3,N,2,6516
6517,2,5,1,1,6,8,70,1,5,2,6517
6518,2,6,1,2,7,9,74,3,N,2,6518
6519,2,3,1,1,4,5,76,2,N,2,6519
6520,1,2,1,1,6,3,39,2,N,2,6520
6521,1,4,1,1,N,4,51,3,N,2,6521
6522,2,2,1,1,9,5,88,2,N,2,6522
6523,2,6,1,1,7,5,57,3,N,2,6523
6524,2,6,1,1,1,9,60,3,N,2,6524
6525,2,1,1,1,7,9,72,3,5,2,6525
6526,1,3,2,1,9,5,66,3,N,2,6526
6527,1,2,1,1,8,9,16,3,5,2,6527
6528,1,2,1,1,4,7,73,3,N,2,6528
6529,2,5,1,1,N,9,31,3,N,2,6529
6530,1,1,1,1,9,8,31,3,N,2,6530
6531,1,1,1,1,N,6,8,2,N,2,6531
6532,2,6,1,1,0,5,81,3,N,2,6532
6533,2,2,1,1,4,8,45,3,N,2,6533
6534,2,1,1,1,5,4,8,1,N,2,6534
6535,1,5,1,1,8,6,39,3,N,2,6535
6536,1,N,1,1,6,11,7,2,N,2,6536
6537,2,2,1,1,8,4,50,3,N,2,6537
6538,1,5,2,1,8,6,58,3,N,2,6538
6539,1,5,1,1,8,7,60,3,N,2,6539
6540,2,3,1,1,2,7,71,3,N,2,6540
6541,2,N,1,1,7,10,27,3,N,2,6541
6542,2,1,1,1,3,9,41,3,N,2,6542
6543,1,2,1,2,0,4,27,1,N,2,6543
6544,2,2,1,1,9,5,81,1,N,2,6544
6545,1,2,1,1,9,7,57,3,N,2,6545
6546,1,1,1,1,0,5,85,3,5,2,6546
6547,2,5,1,1,5,1,77,3,N,2,6547
6548,1,5,1,1,N,9,36,3,N,2,6548
6549,1,6,2,1,9,1,24,2,N,2,6549
6550,1,1,1,1,8,8,18,3,N,2,6550
6551,2,N,2,1,N,7,47,3,N,2,6551
6552,2,4,2,1,4,5,51,3,2,2,6552
6553,2,N,1,1,N,2,8,1,N,2,6553
6554,1,1,1,1,N,5,41,1,N,2,6554
6555,1,5,3,1,2,12,18,3,N,2,6555
6556,2,2,1,1,7,10,15,1,N,2,6556
6557,2,1,1,1,0,7,87,3,N,2,6557
6558,1,2,1,1,7,5,25,2,N,2,6558
6559,1,2,1,1,9,7,49,3,N,2,6559
6560,1,N,1,1,5,4,28,3,N,2,6560
6561,1,3,1,1,6,4,44,3,5,2,6561
6562,1,N,1,1,N,10,20,2,N,2,6562
6563,2,2,1,1,0,5,71,3,N,2,6563
6564,1,3,1,1,5,8,76,2,N,2,6564
6565,1,1,1,1,N,8,28,3,2,2,6565
6566,1,2,1,1,2,5,72,2,N,2,6566
6567,1,3,1,1,8,5,53,3,N,2,6567
6568,2,4,1,1,9,6,65,3,N,2,6568
6569,1,6,1,1,3,5,65,3,N,2,6569
6570,2,1,1,1,4,3,23,3,5,2,6570
6571,1,2,2,1,6,7,47,2,N,2,6571
6572,1,6,1,1,9,9,67,2,N,2,6572
6573,1,N,1,1,N,10,27,1,N,2,6573
6574,2,5,1,1,4,8,44,1,N,2,6574
6575,1,2,1,1,2,7,59,3,N,2,6575
6576,2,3,1,1,6,9,27,3,N,2,6576
6577,1,4,2,1,1,5,91,2,N,2,6577
6578,1,5,1,1,4,7,47,2,N,2,6578
6579,1,5,1,1,4,7,66,1,N,2,6579
6580,2,3,1,1,8,9,12,3,N,2,6580
6581,1,4,1,1,1,5,85,2,N,2,6581
6582,1,5,1,1,9,2,1,3,N,2,6582
6583,1,6,1,1,9,7,44,3,N,2,6583
6584,2,6,1,1,0,5,26,3,N,2,6584
6585,1,3,1,1,3,4,14,1,5,2,6585
6586,2,5,1,1,5,6,25,3,N,2,6586
6587,2,5,1,1,9,10,35,3,N,2,6587
6588,2,N,1,1,N,4,27,1,N,2,6588
6589,1,1,1,1,N,3,35,1,N,2,6589
6590,1,2,1,1,5,7,23,3,N,2,6590
6591,2,3,1,1,8,4,32,2,N,2,6591
6592,1,3,1,1,8,4,35,3,N,2,6592
6593,2,6,1,1,0,7,71,3,N,2,6593
6594,1,N,1,2,7,8,75,3,N,2,6594
6595,1,6,1,1,1,5,47,3,N,2,6595
6596,2,5,2,1,N,N,40,3,5,2,6596
6597,1,4,1,1,3,5,67,3,N,2,6597
6598,2,3,1,1,6,7,59,3,N,2,6598
6599,2,6,1,2,1,5,89,3,N,2,6599
6600,2,N,1,1,N,11,15,1,N,2,6600
6601,2,5,1,1,7,5,71,3,5,2,6601
6602,2,4,1,1,0,9,48,3,N,2,6602
6603,1,4,1,1,7,1,42,3,N,2,6603
6604,2,6,1,1,3,6,34,3,N,2,6604
6605,2,6,1,1,4,5,50,1,N,2,6605
6606,2,1,1,1,6,11,26,1,N,2,6606
6607,1,N,1,1,6,9,54,2,5,2,6607
6608,1,1,1,1,5,8,54,2,5,2,6608
6609,2,4,1,1,N,3,16,3,N,2,6609
6610,1,N,1,1,8,4,34,1,5,2,6610
6611,1,N,1,1,6,8,87,2,N,2,6611
6612,1,1,1,1,0,11,37,3,N,2,6612
6613,2,N,1,1,N,1,63,3,N,2,6613
6614,1,3,1,1,4,6,70,1,N,2,6614
6615,2,N,1,1,N,9,87,1,N,2,6615
6616,1,3,1,1,2,5,80,2,N,2,6616
6617,1,N,1,1,N,12,53,2,5,2,6617
6618,1,3,2,1,9,7,62,3,N,2,6618
6619,1,6,2,1,2,6,16,3,N,2,6619
6620,1,4,1,1,8,5,28,3,N,2,6620
6621,2,6,1,1,9,6,25,3,N,2,6621
6622,2,2,1,1,1,5,32,3,N,2,6622
6623,1,3,1,1,2,5,28,1,N,2,6623
6624,1,5,1,1,6,12,8,2,N,2,6624
6625,2,5,1,1,6,11,3,3,N,2,6625
6626,1,3,1,2,8,12,12,1,N,2,6626
6627,1,6,1,1,1,5,33,3,N,2,6627
6628,1,5,1,1,5,N,27,3,N,2,6628
6629,1,2,1,1,4,9,41,3,N,2,6629
6630,2,3,1,1,N,1,51,3,5,2,6630
6631,1,1,1,1,7,4,85,3,5,2,6631
6632,2,2,1,1,5,4,27,3,N,2,6632
6633,1,2,1,1,N,4,13,3,N,2,6633
6634,1,1,1,1,9,5,77,3,N,2,6634
6635,1,5,1,1,3,10,37,1,N,2,6635
6636,1,5,3,1,0,6,46,3,N,2,6636
6637,2,6,1,1,1,6,66,3,N,2,6637
6638,2,4,2,1,8,10,4,3,N,2,6638
6639,1,1,1,1,7,1,50,1,N,2,6639
6640,2,1,1,1,2,8,31,3,N,2,6640
6641,2,2,1,1,6,10,41,3,N,2,6641
6642,2,4,1,1,3,7,45,1,N,2,6642
6643,2,6,1,1,3,5,53,3,5,2,6643
6644,1,3,1,1,4,10,43,3,N,2,6644
6645,2,1,1,1,8,10,10,3,N,2,6645
6646,2,2,1,1,0,7,37,3,N,2,6646
6647,2,3,1,1,4,11,45,2,N,2,6647
6648,2,6,1,1,1,5,61,2,N,2,6648
6649,2,6,1,1,1,8,91,3,N,2,6649
6650,2,2,1,1,4,3,14,3,N,2,6650
6651,2,4,1,1,6,11,66,3,N,2,6651
6652,2,3,1,1,1,7,22,3,N,2,6652
6653,1,2,2,1,0,10,75,3,N,2,6653
6654,2,6,1,1,1,5,85,3,N,2,6654
6655,1,1,1,1,N,3,9,3,N,2,6655
6656,1,N,1,1,6,10,32,3,N,2,6656
6657,1,5,1,1,6,1,17,2,N,2,6657
6658,1,1,1,1,3,12,80,3,N,2,6658
6659,2,1,1,1,6,12,19,1,N,2,6659
6660,1,1,1,1,5,4,29,2,N,2,6660
6661,2,6,1,1,2,7,76,2,N,2,6661
6662,2,2,1,1,N,6,13,3,N,2,6662
6663,1,2,1,1,3,8,57,3,N,2,6663
6664,2,4,1,1,8,9,62,3,N,2,6664
6665,1,2,1,1,1,9,26,3,N,2,6665
6666,1,5,2,1,9,4,53,2,N,2,6666
6667,1,6,2,1,0,7,77,3,N,2,6667
6668,2,1,1,1,7,4,4,3,N,2,6668
6669,2,3,1,1,0,8,27,2,N,2,6669
6670,2,3,1,1,0,7,68,3,N,2,6670
6671,1,6,1,1,1,8,89,1,N,2,6671
6672,2,4,1,1,3,3,18,2,N,2,6672
6673,1,4,1,1,4,5,89,2,N,2,6673
6674,2,N,1,1,4,12,17,1,N,2,6674
6675,2,1,1,1,1,10,50,3,N,2,6675
6676,1,3,1,1,1,8,35,3,N,2,6676
6677,2,3,1,1,8,5,30,3,N,2,6677
6678,2,6,1,1,9,5,85,2,N,2,6678
6679,2,1,1,1,3,5,45,1,N,2,6679
6680,2,1,1,1,4,5,66,1,N,2,6680
6681,2,N,1,1,8,12,47,1,5,2,6681
6682,1,3,1,1,2,7,51,3,N,2,6682
6683,1,4,1,1,9,8,39,3,N,2,6683
6684,2,5,1,1,7,1,50,2,N,2,6684
6685,2,5,1,1,N,8,54,3,N,2,6685
6686,2,N,1,1,N,N,9,3,N,2,6686
6687,2,4,1,1,5,5,61,3,N,2,6687
6688,1,5,1,1,8,4,54,2,5,2,6688
6689,1,5,1,1,5,7,45,3,N,2,6689
6690,1,6,1,1,1,5,91,2,N,2,6690
6691,1,1,1,1,2,12,35,1,N,2,6691
6692,2,N,1,1,4,1,27,3,N,2,6692
6693,1,N,1,1,N,N,36,2,N,2,6693
6694,1,4,1,1,9,7,27,3,N,2,6694
6695,1,6,2,1,1,1,44,3,N,2,6695
6696,2,5,1,1,6,4,16,1,N,2,6696
6697,2,2,1,1,2,7,69,3,N,2,6697
6698,1,6,1,1,8,7,87,3,N,2,6698
6699,1,2,2,1,8,7,41,2,N,2,6699
6700,2,5,1,1,5,3,37,2,N,2,6700
6701,1,2,1,1,2,9,87,3,N,2,6701
6702,2,2,2,1,7,5,27,3,N,2,6702
6703,1,1,1,1,6,10,27,3,N,2,6703
6704,1,2,1,1,9,7,49,2,N,2,6704
6705,2,3,1,1,2,4,28,3,N,2,6705
6706,2,N,1,1,4,9,60,1,N,2,6706
6707,1,2,1,1,7,4,13,1,5,2,6707
6708,2,3,1,1,7,7,33,3,N,2,6708
6709,2,6,1,1,5,5,72,3,N,2,6709
6710,1,1,1,1,8,4,52,2,N,2,6710
6711,2,4,1,1,9,7,66,2,N,2,6711
6712,2,N,1,1,N,12,27,1,N,2,6712
6713,1,5,1,1,6,7,42,3,5,2,6713
6714,2,N,1,1,N,11,26,3,5,2,6714
6715,1,6,1,1,9,9,27,3,N,2,6715
6716,2,5,1,1,6,4,29,1,N,2,6716
6717,2,N,1,1,N,10,32,2,N,2,6717
6718,2,N,2,1,8,1,33,1,N,2,6718
6719,2,6,1,2,3,7,69,2,N,2,6719
6720,2,6,1,1,1,5,83,3,N,2,6720
6721,2,2,1,1,0,7,38,3,5,2,6721
6722,1,3,1,1,5,5,3,3,5,2,6722
6723,2,5,1,1,4,3,37,3,N,2,6723
6724,1,6,1,1,7,5,47,2,N,2,6724
6725,2,6,2,1,1,5,76,3,N,2,6725
6726,2,N,1,1,5,9,44,2,N,2,6726
6727,2,2,1,1,3,8,77,3,N,2,6727
6728,1,2,1,1,1,5,88,3,N,2,6728
6729,2,2,1,1,N,6,8,1,N,2,6729
6730,2,3,5,1,0,5,56,3,N,2,6730
6731,1,5,1,1,6,6,14,2,N,2,6731
6732,2,N,1,1,4,3,5,1,N,2,6732
6733,1,6,4,1,0,7,46,3,5,2,6733
6734,1,3,1,1,0,4,65,3,N,2,6734
6735,2,4,1,1,8,10,27,3,N,2,6735
6736,2,N,1,1,N,N,8,3,N,2,6736
6737,1,4,1,1,2,7,71,3,5,2,6737
6738,2,4,3,1,5,12,3,3,N,2,6738
6739,2,2,1,1,7,10,67,3,N,2,6739
6740,1,4,1,1,2,10,33,1,N,2,6740
6741,1,6,1,1,7,3,9,2,N,2,6741
6742,2,3,1,1,4,9,42,3,N,2,6742
6743,2,6,1,1,7,1,15,3,N,2,6743
6744,1,4,1,1,4,9,45,3,N,2,6744
6745,2,1,1,1,8,6,45,2,5,2,6745
6746,1,4,1,1,1,8,71,3,N,2,6746
6747,1,6,1,1,0,5,24,3,N,2,6747
6748,1,5,1,1,N,6,77,1,N,2,6748
6749,1,N,1,1,6,9,8,1,5,2,6749
6750,1,1,1,1,0,6,70,3,N,2,6750
6751,1,4,1,1,5,11,16,3,5,2,6751
6752,2,1,1,1,6,8,18,3,N,2,6752
6753,2,N,1,1,N,3,13,2,5,2,6753
6754,2,1,1,1,3,5,80,3,N,2,6754
6755,1,5,5,1,6,3,20,2,N,2,6755
6756,1,4,1,1,8,7,31,3,N,2,6756
6757,1,1,1,1,8,4,42,3,N,2,6757
6758,2,4,1,1,4,10,42,3,N,2,6758
6759,2,1,1,1,8,11,37,3,N,2,6759
6760,1,1,1,1,N,8,26,3,N,2,6760
6761,2,2,1,1,4,8,50,3,N,2,6761
6762,1,5,1,1,6,3,19,3,N,2,6762
6763,1,N,1,1,5,10,42,2,N,2,6763
6764,2,2,1,1,0,6,43,3,5,2,6764
6765,2,5,1,1,7,6,48,3,N,2,6765
6766,2,6,1,1,3,5,37,3,N,2,6766
6767,2,2,1,1,0,7,66,3,5,2,6767
6768,2,5,2,1,0,12,23,3,N,2,6768
6769,2,3,1,1,1,5,32,3,N,2,6769
6770,2,4,1,1,2,10,5,3,N,2,6770
6771,1,4,1,1,2,9,58,2,N,2,6771
6772,1,5,1,1,0,N,11,3,N,2,6772
6773,2,1,1,1,8,1,3,3,N,2,6773
6774,2,4,1,2,6,11,67,1,5,2,6774
6775,1,2,1,1,2,8,46,3,N,2,6775
6776,1,4,1,1,2,1,16,3,N,2,6776
6777,1,N,1,1,N,3,3,1,5,2,6777
6778,1,6,1,2,8,9,11,2,N,2,6778
6779,1,3,1,1,4,1,68,3,N,2,6779
6780,1,3,1,1,2,1,40,1,5,2,6780
6781,2,2,3,1,4,5,46,3,N,2,6781
6782,1,4,1,1,N,6,4,3,N,2,6782
6783,1,5,1,1,3,4,50,3,N,2,6783
6784,1,6,1,1,4,6,31,3,N,2,6784
6785,2,3,2,1,1,7,78,3,N,2,6785
6786,2,N,1,1,N,1,9,3,5,2,6786
6787,1,3,1,1,3,9,28,2,N,2,6787
6788,2,4,1,1,7,9,65,3,5,2,6788
6789,2,N,1,1,N,N,32,3,5,2,6789
6790,1,6,1,1,0,5,26,3,N,2,6790
6791,1,5,1,1,N,11,1,2,N,2,6791
6792,2,5,1,1,6,3,4,3,N,2,6792
6793,1,3,2,1,3,9,40,3,N,2,6793
6794,1,5,1,1,7,8,42,3,N,2,6794
6795,2,6,1,1,1,8,46,3,N,2,6795
6796,1,N,1,1,N,N,7,1,5,2,6796
6797,1,1,3,1,5,7,23,3,N,2,6797
6798,1,5,1,1,8,1,71,1,N,2,6798
6799,1,5,1,1,5,8,16,2,N,2,6799
6800,1,6,1,1,0,5,78,3,N,2,6800
6801,1,1,1,1,0,5,52,3,N,2,6801
6802,2,6,1,1,4,8,63,3,N,2,6802
6803,2,4,1,1,9,8,9,3,N,2,6803
