,SEX,MSP,RAC1P,OWN_RENT,PINCP_DECILE,EDU,HISP,PUMA,INDP
25070,1,6,1,2,8,9,0,06-08507,N
25071,2,1,1,0,0,7,0,30-00600,180
25072,2,6,1,1,5,7,0,06-07502,5480
25073,1,6,2,0,1,4,0,51-51255,9590
25074,1,2,6,1,0,7,0,30-00600,8680
25075,2,1,1,1,1,5,4,51-01301,N
25076,2,6,2,2,4,8,0,17-03531,7670
25077,1,1,6,2,N,3,4,36-03710,2980
25078,1,6,2,2,7,10,0,29-01901,8191
25079,1,3,1,1,9,11,1,32-00405,8290
25080,1,6,1,1,N,3,0,51-51255,770
25081,2,6,2,2,N,3,0,28-01100,N
25082,2,6,6,1,1,8,0,17-03529,N
25083,2,N,2,1,0,4,4,08-00803,6070
25084,2,1,1,2,0,4,4,51-51255,7770
25085,2,6,1,1,N,N,0,28-01100,N
25086,2,6,2,1,N,1,3,13-04600,N
25087,1,6,1,1,N,N,0,38-00100,8370
25088,1,6,2,2,N,3,0,40-00200,9170
25089,2,N,1,1,N,3,0,38-00100,3070
25090,2,N,1,2,6,5,0,01-01301,770
25091,2,6,1,1,4,5,1,32-00405,N
25092,1,2,6,1,9,9,1,01-01301,7280
25093,1,6,1,2,6,5,0,08-00803,7870
25094,1,1,1,1,6,7,0,30-00600,9370
25095,1,N,1,2,N,3,0,51-01301,4770
25096,2,1,1,1,6,7,0,24-01004,8170
25097,2,6,1,1,3,6,1,32-00405,8680
25098,2,6,2,2,0,8,0,24-01004,N
25099,2,6,1,1,8,7,0,26-02702,9920
25100,1,N,3,1,9,11,0,01-01301,8191
25101,2,2,2,1,1,5,1,32-00405,N
25102,1,5,2,1,7,3,0,17-03529,6770
25103,2,6,3,2,8,10,0,06-08507,7670
25104,2,1,1,1,4,5,0,29-01901,770
25105,1,1,1,1,8,12,0,19-01700,5391
25106,1,N,1,2,N,3,0,51-01301,N
25107,2,4,2,1,9,10,0,13-04600,N
25108,1,6,1,2,4,7,0,30-00600,8180
25109,1,1,1,1,N,3,0,24-01004,7870
25110,2,6,1,1,N,3,0,13-04600,N
25111,1,N,1,0,3,7,0,38-00100,N
25112,1,N,9,2,1,7,0,38-00100,7870
25113,2,3,2,2,7,9,0,38-00100,N
25114,2,6,2,1,4,7,0,40-00200,8590
25115,2,6,1,2,N,3,0,38-00100,8191
25116,2,1,1,2,2,5,1,06-07502,N
25117,1,1,1,1,6,11,0,30-00600,7860
25118,2,3,1,1,4,5,0,19-01700,N
25119,1,1,1,2,2,7,0,06-08507,N
25120,2,6,1,1,5,5,0,28-01100,6991
25121,2,6,2,2,7,7,0,36-04010,N
25122,1,6,2,1,2,8,0,06-08507,7380
25123,1,N,1,1,8,8,0,17-03531,2290
25124,2,4,1,1,0,5,0,51-51255,7270
25125,1,N,1,0,0,4,0,28-01100,N
25126,2,5,9,1,N,3,0,40-00200,8570
25127,1,2,6,2,9,10,0,17-03529,3990
25128,1,6,2,2,N,3,0,08-00803,9170
25129,2,1,2,2,6,9,0,30-00600,N
25130,2,6,2,1,5,9,0,29-01901,770
25131,1,N,1,2,4,10,0,13-04600,8680
25132,1,6,1,1,N,3,0,13-04600,N
25133,1,1,3,2,9,12,0,06-07502,N
25134,1,1,1,1,7,8,0,29-01901,8191
25135,2,6,2,1,9,9,0,51-51255,7860
25136,1,2,3,2,0,5,0,13-04600,7490
25137,1,1,1,2,9,9,0,17-03529,N
25138,1,6,1,2,3,10,0,13-04600,N
25139,1,N,2,2,N,2,0,24-01004,7270
25140,2,6,2,1,2,7,0,38-00100,9160
25141,2,6,2,1,9,9,0,06-07502,N
25142,1,6,1,1,8,10,0,29-01901,N
25143,1,N,1,2,N,3,0,08-00803,5070
25144,1,4,1,2,5,3,0,38-00100,N
25145,2,6,2,2,1,7,0,08-00803,1180
25146,1,6,1,2,N,3,0,30-00600,N
25147,1,1,1,1,8,10,0,40-00200,N
25148,1,1,6,2,0,7,0,28-01100,N
25149,1,6,2,1,1,7,0,06-07502,6970
25150,2,6,1,2,N,2,0,29-01901,6290
25151,2,6,1,2,7,10,0,40-00200,7181
25152,1,1,3,2,N,2,0,24-01004,N
25153,2,2,2,1,8,10,0,40-00200,N
25154,2,1,2,1,N,3,2,01-01301,9680
25155,1,6,1,1,2,5,0,29-01901,N
25156,2,1,1,1,5,7,0,24-01004,N
25157,1,6,2,1,2,8,0,51-51255,6970
25158,2,6,2,2,9,9,0,30-00600,7860
25159,1,5,2,2,9,9,0,51-51255,9590
25160,2,N,1,1,1,8,0,24-01004,7270
25161,1,1,1,2,8,7,0,38-00100,5391
25162,2,3,2,1,4,10,0,36-03710,4971
25163,1,4,2,2,N,3,0,17-03531,7280
25164,2,3,1,2,7,5,0,36-04010,N
25165,2,6,9,2,3,6,0,06-07502,N
25166,1,4,1,2,2,8,0,30-00600,N
25167,1,1,2,1,9,12,0,17-03529,N
25168,1,4,1,2,5,7,0,24-01004,7860
25169,2,3,1,2,4,5,0,17-03531,8470
25170,2,3,6,2,1,4,0,24-01004,N
25171,2,1,1,1,3,7,0,51-51255,7290
25172,1,6,3,1,5,8,0,17-03529,N
25173,1,6,1,2,N,3,0,06-07502,7380
25174,2,N,1,1,2,9,0,06-08507,N
25175,2,4,6,1,7,4,0,38-00100,7580
25176,2,6,3,1,8,8,4,36-03710,770
25177,1,N,1,1,6,9,0,51-01301,7860
25178,1,1,1,1,0,4,0,19-01700,6890
25179,1,N,2,2,8,10,0,24-01004,N
25180,2,1,1,2,3,5,4,51-51255,N
25181,2,4,8,1,N,N,0,29-01901,7780
25182,2,1,1,2,2,3,0,38-00100,8270
25183,1,1,1,2,3,6,0,24-01004,9470
25184,1,6,2,1,N,2,0,40-00200,180
25185,2,1,1,1,8,9,0,24-01004,3490
25186,2,6,2,1,4,8,0,36-03710,N
25187,2,1,1,1,2,5,2,32-00405,770
25188,1,6,2,0,2,10,0,08-00803,7072
25189,2,N,1,0,1,7,0,06-08507,N
25190,1,6,2,1,N,N,0,26-02702,8562
25191,1,6,2,2,3,7,0,51-51255,7860
25192,2,6,2,2,7,5,0,29-01901,9090
25193,2,1,1,2,4,9,0,30-00600,5090
25194,1,6,1,2,7,9,0,26-02702,8170
25195,2,N,1,1,1,3,0,01-01301,N
25196,1,1,1,1,6,4,0,19-01700,5070
25197,2,1,2,1,N,3,1,36-03710,N
25198,2,1,1,1,3,7,0,29-01901,9470
25199,2,1,2,2,4,9,0,17-03529,7190
25200,2,6,2,1,3,4,0,28-01100,N
25201,2,6,6,1,0,9,0,17-03529,3670
25202,1,4,1,1,8,10,0,38-00100,7860
25203,2,6,2,2,0,4,0,17-03529,8170
25204,2,4,2,2,3,4,0,38-00100,7860
25205,2,N,1,1,1,5,0,06-08507,4971
25206,1,6,1,1,N,3,0,38-00100,N
25207,1,6,1,2,0,4,4,36-03710,N
25208,1,N,6,1,N,2,0,17-03531,6270
25209,2,1,1,2,3,4,0,17-03529,N
25210,1,1,1,1,4,7,0,26-02702,3770
25211,2,1,1,1,N,3,1,36-04010,8590
25212,1,6,1,1,0,3,0,13-04600,N
25213,2,6,1,1,1,4,0,17-03529,9570
25214,1,1,1,2,8,9,4,51-51255,8590
25215,1,1,1,2,9,10,0,17-03529,9090
25216,2,N,1,1,0,7,0,29-01901,N
25217,1,1,1,1,N,3,2,36-03710,8191
25218,1,6,2,0,3,3,1,13-04600,7071
25219,1,6,2,1,9,10,0,17-03529,7390
25220,1,1,9,1,7,6,0,08-00803,1790
25221,1,6,2,1,0,9,0,51-51255,N
25222,2,1,1,1,9,9,0,24-01004,9470
25223,1,1,1,1,9,9,0,28-01100,N
25224,1,4,2,2,4,8,0,40-00200,N
25225,1,2,1,1,9,10,0,13-04600,5070
25226,1,N,2,0,0,8,1,40-00200,N
25227,2,5,2,1,9,10,1,32-00405,N
25228,1,1,1,1,1,5,0,51-51255,N
25229,2,6,1,2,9,9,0,36-03710,N
25230,1,1,6,2,1,7,0,17-03529,N
25231,2,6,2,1,6,5,1,40-00200,N
25232,2,1,3,1,9,10,0,30-00600,N
25233,1,6,1,1,8,11,0,38-00100,N
25234,1,2,6,2,3,7,0,51-51255,3080
25235,1,6,6,2,3,5,0,26-02702,N
25236,2,4,2,1,3,5,0,06-08507,7290
25237,1,6,1,2,N,2,0,32-00405,170
25238,1,1,6,1,7,5,0,30-00600,8370
25239,1,2,2,1,0,4,0,17-03529,6190
25240,2,1,1,1,N,3,0,26-02702,2190
25241,2,6,2,1,7,7,0,19-01700,N
25242,1,1,1,1,2,7,0,06-08507,N
25243,2,3,1,2,5,7,0,13-04600,N
25244,1,6,1,0,0,7,0,26-02702,N
25245,1,1,1,2,0,7,0,36-04010,N
25246,2,6,3,0,7,5,0,24-01004,N
25247,2,3,2,2,2,7,0,30-00600,8370
25248,2,1,1,2,6,5,0,08-00803,8680
25249,2,6,8,1,1,4,0,17-03531,6380
25250,1,3,3,2,N,3,0,06-08507,7380
25251,2,1,2,2,2,5,0,29-01901,9920
25252,1,N,1,2,5,4,0,06-08507,5070
25253,1,N,1,1,8,5,0,36-04010,N
25254,2,N,2,2,0,1,0,40-00200,770
25255,2,N,1,2,N,3,0,29-01901,N
25256,1,4,1,2,2,7,0,30-00600,7680
25257,2,N,2,1,N,2,0,13-04600,N
25258,1,1,1,1,7,8,0,36-04010,N
25259,2,1,1,1,9,8,0,36-03710,9170
25260,2,6,1,2,0,7,1,06-08507,N
25261,1,6,1,1,3,5,0,19-01700,4780
25262,1,6,9,1,3,6,0,19-01700,7860
25263,1,1,1,0,0,4,0,08-00803,N
25264,2,6,1,2,9,10,4,32-00405,9470
25265,1,4,1,1,8,12,0,24-01004,N
25266,2,6,6,1,8,9,0,06-07502,8680
25267,1,1,2,1,N,2,0,17-03529,N
25268,2,6,1,1,6,5,0,06-08507,N
25269,2,3,1,2,4,7,0,51-01301,4890
25270,2,1,1,2,1,9,0,38-00100,N
25271,1,1,1,2,3,5,0,36-04010,8191
25272,1,N,1,2,N,1,0,51-51255,2390
25273,1,1,1,1,9,11,0,17-03531,N
25274,2,N,1,2,N,3,0,36-04010,770
25275,2,6,2,0,0,7,0,30-00600,N
25276,2,1,1,1,4,7,0,38-00100,N
25277,1,6,1,2,N,N,0,51-51255,N
25278,2,N,1,2,7,8,0,19-01700,8170
25279,1,6,9,2,N,1,0,17-03531,N
25280,1,1,1,1,9,10,0,30-00600,N
25281,2,1,1,1,6,6,0,19-01700,7380
25282,1,N,2,1,N,3,0,17-03531,6290
25283,1,6,3,1,1,7,0,36-03710,N
25284,2,N,2,1,9,10,0,38-00100,180
25285,2,6,1,1,2,7,0,38-00100,7590
25286,1,1,1,1,5,9,0,17-03529,7860
25287,2,1,1,1,0,5,0,36-04010,N
25288,2,1,1,1,1,10,0,51-01301,N
25289,2,3,2,1,2,9,0,29-01901,5170
25290,1,1,3,2,0,8,0,40-00200,N
25291,2,N,1,2,9,9,0,51-51255,6170
25292,2,N,1,1,8,9,0,06-07502,7380
25293,2,6,6,1,N,3,0,01-01301,7870
25294,1,6,2,1,1,4,0,19-01700,8090
25295,2,1,1,1,9,10,0,29-01901,7860
25296,2,6,1,2,4,5,0,51-01301,7480
25297,1,1,1,1,6,9,0,38-00100,170
25298,2,N,2,1,2,12,1,32-00405,770
25299,1,6,1,0,5,7,0,08-00803,6570
25300,2,N,2,2,9,9,0,01-01301,3490
25301,1,6,1,1,1,5,0,29-01901,8191
25302,2,1,6,1,2,5,0,17-03531,N
25303,1,6,1,1,5,5,0,38-00100,3490
25304,1,1,8,2,1,9,0,51-01301,7270
25305,1,6,2,2,8,4,0,38-00100,9490
25306,1,N,1,2,4,5,0,36-04010,9380
25307,2,4,1,2,0,7,0,30-00600,N
25308,1,2,6,1,6,9,1,51-01301,5593
25309,2,5,2,1,N,2,0,06-08507,7870
25310,1,4,1,1,4,5,0,24-01004,7870
25311,2,1,1,1,1,9,0,30-00600,3291
25312,2,3,3,2,5,6,1,32-00405,N
25313,2,1,1,1,4,1,0,38-00100,3070
25314,2,6,1,1,7,9,0,30-00600,N
25315,2,1,1,2,6,12,0,29-01901,N
25316,2,1,1,1,9,12,1,32-00405,9090
25317,1,6,1,2,N,5,0,28-01100,N
25318,2,N,9,2,N,3,0,17-03529,N
25319,2,4,6,1,6,9,1,32-00405,770
25320,2,6,2,1,5,5,4,08-00803,8680
25321,1,6,2,1,N,3,0,29-01901,N
25322,2,6,1,1,9,9,0,01-01301,N
25323,1,N,1,1,8,12,0,30-00600,3365
25324,2,6,2,1,9,10,0,01-01301,N
25325,2,1,1,1,7,5,0,30-00600,5381
25326,2,N,1,0,3,5,0,51-51255,770
25327,2,1,2,2,N,2,0,06-08507,3370
25328,1,4,1,1,7,9,0,01-01301,1180
25329,2,1,1,1,7,5,0,51-01301,7190
25330,1,6,1,1,6,8,0,30-00600,6670
25331,1,6,8,2,1,9,0,29-01901,N
25332,1,4,3,0,1,7,0,24-01004,8680
25333,2,3,1,1,1,4,4,24-01004,9590
25334,2,1,1,2,8,9,0,24-01004,770
25335,2,3,1,2,2,8,0,36-04010,8170
25336,2,6,1,2,N,10,0,38-00100,770
25337,2,6,2,2,5,5,0,30-00600,8470
25338,1,6,1,2,9,9,2,38-00100,N
25339,2,1,6,1,2,8,0,13-04600,N
25340,1,1,1,1,N,8,0,36-04010,N
25341,2,6,1,1,9,12,0,51-01301,9590
25342,1,6,1,1,1,10,0,17-03529,7280
25343,2,N,9,1,3,5,0,40-00200,8680
25344,1,N,1,2,2,7,0,40-00200,8680
25345,1,1,1,0,0,9,0,32-00405,5391
25346,2,3,1,1,2,6,4,51-51255,770
25347,2,3,3,1,0,8,0,06-08507,N
25348,1,1,1,1,6,5,0,30-00600,N
25349,1,N,1,1,7,10,0,28-01100,N
25350,2,1,1,2,N,3,0,28-01100,N
25351,1,N,1,2,1,7,0,24-01004,N
25352,2,6,2,1,7,7,0,01-01301,N
25353,1,1,2,0,1,6,0,06-07502,7380
25354,1,N,1,2,3,7,0,30-00600,9370
25355,2,6,1,1,6,10,0,06-08507,N
25356,2,1,1,2,2,10,0,06-08507,N
25357,1,6,1,2,2,6,0,38-00100,770
25358,2,4,3,2,3,7,0,24-01004,9170
25359,2,6,1,1,9,10,0,17-03529,N
25360,2,5,2,1,1,11,0,06-08507,7970
25361,1,1,2,1,9,7,0,17-03529,6290
25362,1,4,1,1,2,9,4,36-03710,N
25363,2,6,2,1,N,2,0,38-00100,1770
25364,2,6,7,2,2,4,0,08-00803,7860
25365,1,N,9,1,3,6,0,29-01901,8191
25366,1,2,1,2,6,8,0,36-04010,8680
25367,2,N,9,1,8,10,0,24-01004,6970
25368,1,1,1,1,N,3,0,08-00803,6480
25369,2,3,1,2,3,5,0,08-00803,6991
25370,1,1,6,1,4,10,0,51-01301,6670
25371,1,5,1,2,N,3,0,17-03529,N
25372,1,N,9,1,7,10,0,30-00600,N
25373,1,6,1,0,0,9,0,17-03529,7870
25374,2,6,1,2,2,5,0,26-02702,8680
25375,1,1,6,2,6,10,0,26-02702,9190
25376,2,1,1,0,N,N,0,29-01901,N
25377,2,N,2,2,2,6,0,24-01004,7970
25378,2,N,2,1,9,12,0,32-00405,8680
25379,1,4,1,1,3,9,0,38-00100,180
25380,1,1,1,1,2,4,0,13-04600,6880
25381,1,4,2,1,8,5,0,06-08507,7470
25382,2,3,1,1,0,1,4,32-00405,9680
25383,2,1,6,0,1,4,0,17-03529,7670
25384,1,1,1,0,3,7,0,06-07502,8680
25385,2,1,1,1,6,10,0,08-00803,9160
25386,2,N,2,2,6,9,0,06-08507,N
25387,1,6,9,1,6,9,0,06-08507,8290
25388,1,1,1,1,1,9,4,36-03710,N
25389,1,1,1,2,N,N,0,29-01901,9160
25390,2,4,2,2,1,9,0,30-00600,9290
25391,2,6,2,1,4,9,0,13-04600,N
25392,1,N,1,1,2,9,0,17-03531,9170
25393,1,1,1,2,5,9,4,17-03531,8191
25394,2,6,1,1,5,1,0,38-00100,N
25395,2,6,3,2,N,N,0,17-03529,3390
25396,2,N,5,1,0,9,0,06-08507,N
25397,1,2,6,1,6,9,0,26-02702,2770
25398,2,N,1,1,6,10,0,38-00100,7280
25399,1,6,1,1,0,4,0,32-00405,7860
25400,2,6,1,2,N,4,0,24-01004,N
25401,1,1,1,2,2,5,0,24-01004,N
25402,2,6,1,0,0,7,0,51-01301,6672
25403,2,N,1,0,3,3,0,29-01901,5170
25404,1,4,1,2,5,4,0,17-03529,N
25405,1,1,3,1,9,10,2,32-00405,N
25406,1,1,1,1,8,10,0,28-01100,6080
25407,1,6,1,1,8,9,2,36-03710,N
25408,2,4,1,2,0,10,2,36-03710,N
25409,2,N,2,1,0,4,0,40-00200,N
25410,1,4,2,2,0,3,0,13-04600,8980
25411,2,5,1,1,7,9,0,08-00803,7870
25412,2,N,9,0,1,7,1,06-08507,N
25413,2,6,1,2,6,10,1,32-00405,9470
25414,2,N,1,1,N,2,0,17-03529,9780
25415,2,3,2,1,0,5,0,13-04600,2370
25416,1,1,1,1,9,7,0,13-04600,7860
25417,2,N,2,2,6,9,0,51-01301,N
25418,2,6,1,1,6,7,0,40-00200,N
25419,2,6,6,1,0,7,0,24-01004,9570
25420,2,3,2,2,0,7,0,51-51255,6991
25421,2,6,1,1,5,9,0,32-00405,N
25422,1,N,1,2,0,4,0,26-02702,N
25423,2,6,2,1,N,N,0,51-51255,N
25424,1,6,1,1,7,10,0,51-51255,7860
25425,2,N,2,1,N,2,0,40-00200,N
25426,1,1,1,1,2,6,0,06-07502,9370
25427,1,2,1,1,3,9,1,32-00405,N
25428,1,1,2,1,3,5,0,28-01100,N
25429,2,6,2,0,8,5,0,06-07502,6870
25430,1,3,2,1,9,9,0,19-01700,6991
25431,1,1,8,2,2,5,1,06-07502,N
25432,2,1,1,2,1,5,0,51-01301,7270
25433,2,4,2,1,9,10,0,13-04600,7860
25434,2,6,1,0,0,5,0,30-00600,770
25435,2,6,5,1,N,3,0,17-03529,2090
25436,1,1,1,1,6,7,4,36-03710,N
25437,1,1,1,1,4,5,0,30-00600,8770
25438,1,6,2,2,2,3,0,30-00600,N
25439,1,6,6,2,4,9,0,30-00600,770
25440,1,6,1,1,1,4,0,24-01004,N
25441,2,N,1,2,7,5,0,40-00200,N
25442,1,6,1,2,5,5,0,06-08507,N
25443,2,6,2,1,N,3,0,28-01100,N
25444,2,4,2,0,0,7,0,30-00600,N
25445,2,1,1,1,N,2,0,51-01301,N
25446,1,1,2,2,6,9,0,29-01901,N
25447,2,2,2,2,3,8,0,29-01901,N
25448,2,6,1,1,N,3,2,32-00405,N
25449,2,1,1,1,6,5,0,38-00100,5391
25450,1,1,1,1,7,10,4,36-03710,N
25451,1,4,2,1,9,10,0,38-00100,7860
25452,1,6,6,1,8,10,0,24-01004,4080
25453,1,5,1,2,4,5,0,30-00600,770
25454,2,3,1,2,6,5,0,51-51255,5391
25455,1,N,9,1,4,7,0,30-00600,180
25456,1,6,1,1,N,3,0,38-00100,7590
25457,2,1,6,1,N,N,0,30-00600,N
25458,1,6,1,1,0,1,0,36-04010,N
25459,1,6,6,1,6,7,0,32-00405,6870
25460,1,N,1,1,9,9,1,19-01700,770
25461,1,6,6,1,9,9,0,40-00200,9170
25462,1,6,2,1,0,4,0,38-00100,180
25463,2,4,1,1,6,8,0,38-00100,7280
25464,1,1,2,2,0,4,0,24-01004,9570
25465,1,4,1,1,9,10,0,26-02702,7870
25466,2,1,1,1,3,9,0,30-00600,7870
25467,2,4,3,1,8,5,0,08-00803,N
25468,1,1,1,1,6,9,0,01-01301,4971
25469,2,6,1,2,9,9,1,08-00803,7390
25470,2,1,1,2,7,10,0,06-07502,7390
25471,1,N,1,2,6,12,0,26-02702,N
25472,1,1,1,2,9,11,0,28-01100,N
25473,2,1,1,2,0,4,0,51-51255,7390
25474,1,6,2,2,9,10,0,17-03529,N
25475,1,N,1,1,6,5,0,28-01100,6190
25476,2,6,2,2,8,8,0,38-00100,N
25477,1,1,1,1,3,5,0,26-02702,8170
25478,1,1,1,1,8,10,0,13-04600,3960
25479,1,N,1,2,9,10,0,08-00803,170
25480,1,N,8,1,7,9,0,30-00600,8191
25481,1,N,2,1,7,10,0,28-01100,290
25482,1,6,2,2,N,5,0,51-01301,N
25483,1,3,3,1,5,5,2,36-04010,8590
25484,2,1,6,1,0,5,0,29-01901,N
25485,2,6,1,1,N,N,0,30-00600,770
25486,2,1,3,1,9,11,0,06-07502,N
25487,2,N,6,1,6,9,0,51-51255,6380
25488,1,1,3,1,8,8,0,24-01004,N
25489,2,6,2,1,7,7,0,51-01301,6870
25490,2,N,2,0,1,7,0,06-07502,9470
25491,1,6,1,2,9,11,0,01-01301,N
25492,1,2,1,2,7,9,0,26-02702,7870
25493,2,1,1,2,8,9,1,32-00405,8680
25494,2,6,9,2,1,8,0,51-01301,6290
25495,2,1,1,2,1,8,0,17-03529,N
25496,1,6,3,1,5,4,0,06-08507,8191
25497,2,1,1,1,4,7,0,51-51255,N
25498,2,6,1,2,5,9,0,40-00200,4971
25499,1,N,1,2,9,11,0,01-01301,N
25500,2,1,1,2,8,9,0,36-04010,9480
25501,2,3,2,1,7,5,0,24-01004,N
25502,2,N,9,1,8,10,0,28-01100,7470
25503,2,1,1,1,9,6,0,40-00200,770
25504,1,6,2,0,1,4,0,30-00600,7860
25505,1,N,9,2,N,3,0,38-00100,N
25506,1,1,1,2,1,9,0,38-00100,8770
25507,2,1,6,1,N,3,0,38-00100,7980
25508,1,1,1,2,3,4,0,36-04010,8191
25509,1,6,1,1,0,5,0,51-51255,7390
25510,1,1,1,1,8,10,0,40-00200,N
25511,1,1,1,1,9,10,0,30-00600,5170
25512,1,6,2,2,4,7,0,26-02702,N
25513,1,6,1,2,3,9,0,28-01100,N
25514,1,6,1,1,9,10,0,26-02702,7890
25515,2,6,2,2,5,6,0,17-03531,N
25516,1,1,3,1,8,7,0,01-01301,7860
25517,2,1,2,2,1,5,3,29-01901,7980
25518,1,3,2,1,8,5,1,32-00405,8290
25519,2,6,3,0,0,5,0,17-03529,4795
25520,1,1,1,1,0,9,0,32-00405,N
25521,1,1,2,1,2,4,0,36-04010,N
25522,1,1,1,1,0,4,0,17-03529,N
25523,1,N,1,1,2,9,0,38-00100,N
25524,2,N,2,1,0,7,0,06-08507,N
25525,1,N,2,2,8,10,0,38-00100,N
25526,1,N,9,1,5,3,0,19-01700,8770
25527,1,6,3,2,6,10,0,38-00100,7980
25528,2,6,1,0,2,7,0,06-07502,8680
25529,1,6,1,2,4,5,0,30-00600,N
25530,2,4,1,1,9,7,0,13-04600,N
25531,2,1,1,0,0,5,0,01-01301,N
25532,1,6,3,2,6,10,0,13-04600,N
25533,2,6,6,1,6,7,0,51-01301,1870
25534,1,6,6,1,9,12,0,06-08507,3780
25535,1,6,1,1,3,7,0,24-01004,4470
25536,2,N,1,2,1,7,0,28-01100,N
25537,2,4,1,1,5,8,0,24-01004,N
25538,2,5,2,1,8,9,0,19-01700,7860
25539,2,6,1,1,7,6,0,28-01100,8370
25540,1,1,1,1,9,7,0,08-00803,8680
25541,1,6,1,1,N,3,4,36-03710,6390
25542,2,3,1,1,8,10,0,24-01004,N
25543,1,N,1,1,7,9,0,28-01100,N
25544,1,6,1,2,5,5,0,06-08507,N
25545,2,3,1,2,8,10,0,30-00600,N
25546,1,6,1,2,2,3,0,36-04010,8380
25547,2,1,1,2,8,11,0,30-00600,6690
25548,1,6,2,2,0,4,0,51-51255,190
25549,1,6,1,1,1,7,0,30-00600,N
25550,1,N,1,2,9,10,0,24-01004,8470
25551,2,4,2,1,2,5,0,51-51255,7390
25552,2,1,1,1,7,9,0,13-04600,N
25553,1,4,1,1,7,10,4,32-00405,8660
25554,2,1,1,2,9,9,0,24-01004,9290
25555,1,N,3,1,0,7,0,13-04600,8564
25556,1,1,2,2,4,7,0,13-04600,N
25557,1,4,8,2,4,7,0,19-01700,770
25558,1,1,1,1,N,3,1,40-00200,N
25559,2,3,1,2,3,5,0,06-07502,7270
25560,2,1,1,2,7,10,0,24-01004,9590
25561,2,3,1,2,0,7,0,30-00600,9290
25562,2,6,2,1,N,3,4,30-00600,7690
25563,2,4,2,1,3,5,0,06-07502,N
25564,1,N,3,0,1,7,0,28-01100,9570
25565,1,1,1,2,9,9,0,51-51255,N
25566,2,N,8,2,N,3,0,51-51255,9470
25567,1,6,1,2,2,8,0,28-01100,N
25568,2,N,9,1,8,10,0,17-03529,8370
25569,2,3,1,2,2,5,0,36-04010,N
25570,1,N,1,2,0,7,0,28-01100,N
25571,2,1,8,2,2,7,0,24-01004,9590
25572,2,N,9,1,9,10,0,17-03531,8191
25573,2,4,2,1,N,N,0,36-04010,8660
25574,2,N,2,1,5,4,0,36-04010,2980
25575,2,6,2,0,N,N,0,26-02702,5490
25576,1,6,1,1,6,9,0,17-03531,8590
25577,2,6,1,2,0,5,0,38-00100,8990
25578,2,2,8,2,N,1,0,36-03710,7390
25579,1,2,1,0,0,7,0,13-04600,N
25580,1,1,2,2,2,3,0,30-00600,N
25581,2,1,6,0,0,7,0,06-08507,8680
25582,1,4,2,1,N,3,0,51-01301,7380
25583,1,N,9,0,5,8,0,13-04600,N
25584,2,N,1,1,1,4,0,29-01901,8770
25585,1,4,2,1,7,10,0,30-00600,N
25586,1,6,1,1,4,6,0,36-04010,6870
25587,1,N,1,2,0,9,0,08-00803,7590
25588,1,2,1,1,0,4,0,17-03529,7580
25589,2,6,1,1,N,3,0,08-00803,8680
25590,1,4,1,1,N,2,0,06-08507,380
25591,1,6,2,1,2,7,0,19-01700,N
25592,1,1,7,0,2,9,4,36-03710,N
25593,2,N,1,1,7,7,0,51-01301,7390
25594,2,4,2,1,N,2,0,51-51255,N
25595,2,6,1,1,N,N,0,32-00405,8380
25596,2,6,2,2,5,8,0,51-01301,8680
25597,2,6,1,2,3,5,0,06-08507,N
25598,2,1,1,1,6,10,0,24-01004,N
25599,2,6,1,1,3,5,0,17-03529,490
25600,2,6,1,2,8,9,0,51-51255,N
25601,1,1,6,1,8,10,0,51-51255,9590
25602,1,N,1,1,4,5,0,36-03710,7071
25603,2,6,8,0,7,7,0,19-01700,8680
25604,2,6,1,1,8,12,0,17-03529,N
25605,2,4,2,2,6,9,0,24-01004,8270
25606,2,6,2,0,0,9,0,19-01700,7460
25607,2,1,1,1,4,7,0,28-01100,N
25608,1,N,1,1,3,8,0,06-07502,7072
25609,2,N,2,1,7,8,0,51-51255,170
25610,1,1,1,1,6,4,0,24-01004,N
25611,1,1,6,1,5,7,0,01-01301,N
25612,2,3,1,1,N,3,0,51-51255,7860
25613,2,6,1,1,9,10,1,32-00405,770
25614,1,N,9,2,8,12,0,29-01901,N
25615,1,6,1,2,3,6,0,06-07502,7380
25616,2,1,9,1,3,9,0,17-03531,N
25617,2,4,2,1,N,3,0,19-01700,6991
25618,2,1,2,2,0,7,0,51-51255,9590
25619,1,6,1,0,3,5,0,51-51255,4670
25620,2,1,2,2,9,11,4,32-00405,N
25621,2,4,1,1,3,7,0,24-01004,2390
25622,2,N,2,2,7,4,0,13-04600,N
25623,2,3,2,2,5,6,0,30-00600,6870
25624,2,6,2,1,4,10,0,30-00600,6190
25625,2,1,2,1,3,9,0,36-04010,7690
25626,2,N,1,2,1,9,0,32-00405,8990
25627,1,1,1,2,0,6,0,17-03529,6180
25628,1,N,9,1,9,8,0,19-01700,N
25629,1,1,6,2,3,5,0,29-01901,4770
25630,2,N,1,2,4,6,0,19-01700,6170
25631,2,N,1,1,0,9,0,51-01301,N
25632,2,N,8,1,0,5,0,30-00600,N
25633,2,5,1,1,4,10,1,32-00405,4972
25634,2,1,1,1,8,10,0,06-08507,N
25635,1,6,6,1,6,7,0,36-03710,N
25636,2,6,1,1,0,4,0,06-08507,7380
25637,2,3,1,1,9,10,0,38-00100,7690
