,PUMA,AGEP,RAC1P,MSP,SEX,HOUSING_TYPE,OWN_RENT,DVET,PINCP_DECILE,EDU,NOC,HISP
26063,08-00803,34,1,1,1,1,1,N,N,5,0,0
26064,08-00803,94,6,1,2,1,2,N,7,5,0,0
26065,38-00100,68,1,N,1,1,1,N,6,6,1,0
26066,51-51255,8,1,1,2,1,1,N,7,5,0,0
26067,06-07502,55,6,3,2,1,1,N,9,7,1,0
26068,26-02702,21,1,1,1,1,2,N,8,3,2,0
26069,51-51255,46,1,1,2,1,2,N,9,7,N,2
26070,51-01301,74,1,6,2,3,2,N,3,9,0,0
26071,51-51255,3,9,1,1,1,2,N,3,7,N,0
26072,32-00405,20,1,1,2,1,2,N,1,2,0,0
26073,19-01700,27,1,N,1,1,1,N,0,7,0,0
26074,40-00200,76,1,2,1,1,1,N,0,10,0,0
26075,17-03529,40,2,4,2,1,1,N,N,1,3,0
26076,51-01301,36,1,1,2,1,1,N,6,3,0,0
26077,38-00100,36,1,1,2,1,1,N,0,10,0,0
26078,08-00803,23,1,N,2,1,2,N,1,7,0,1
26079,13-04600,59,2,N,1,1,1,N,2,3,1,0
26080,17-03529,9,6,6,2,1,1,N,9,4,0,0
26081,38-00100,39,3,4,1,1,1,N,4,10,0,4
26082,38-00100,37,1,1,2,1,1,5,0,7,0,0
26083,17-03531,23,2,2,2,1,2,N,5,4,1,0
26084,13-04600,73,2,4,1,1,1,N,7,10,0,0
26085,19-01700,56,1,6,1,1,2,N,4,5,0,0
26086,06-07502,25,1,N,2,1,1,N,9,7,1,4
26087,24-01004,14,1,1,2,1,2,N,N,9,0,0
26088,38-00100,83,1,6,2,1,2,N,3,10,0,0
26089,38-00100,22,6,1,2,1,1,N,4,9,0,0
26090,08-00803,35,1,4,2,1,1,N,7,10,3,0
26091,51-51255,54,1,6,1,1,1,N,7,5,0,4
26092,06-07502,27,1,6,1,1,1,2,4,9,0,0
26093,38-00100,56,1,6,1,1,0,N,0,7,2,0
26094,36-04010,52,2,6,1,1,1,N,6,7,0,1
26095,40-00200,50,1,1,2,1,1,N,8,3,0,0
26096,17-03531,61,2,6,2,1,1,N,7,10,0,0
26097,51-51255,1,1,5,2,1,2,N,3,11,0,0
26098,32-00405,83,1,6,1,1,1,N,6,7,0,0
26099,08-00803,51,1,6,2,1,1,N,6,5,2,1
26100,08-00803,58,1,N,2,1,2,N,0,9,0,0
26101,24-01004,66,1,6,1,1,2,N,7,9,N,0
26102,38-00100,77,1,3,2,1,1,N,N,5,0,0
26103,19-01700,44,1,1,1,1,1,N,9,3,4,0
26104,36-03710,7,1,1,2,1,1,N,2,4,0,0
26105,24-01004,14,1,6,1,1,2,N,N,5,0,0
26106,38-00100,74,1,6,1,2,2,N,4,3,0,0
26107,38-00100,30,1,1,1,1,1,N,6,5,1,1
26108,26-02702,59,9,6,1,1,2,N,9,3,2,0
26109,08-00803,79,1,1,2,1,0,N,0,10,1,0
26110,17-03531,41,2,6,1,1,1,N,N,4,0,0
26111,17-03529,28,6,6,1,1,1,N,8,5,1,0
26112,08-00803,18,1,1,2,1,2,N,4,2,1,0
26113,24-01004,49,6,6,1,1,1,N,N,7,1,0
26114,24-01004,66,1,6,1,1,2,N,0,4,0,0
26115,51-51255,36,1,1,1,1,1,N,0,11,0,0
26116,29-01901,42,2,6,2,1,2,N,0,9,2,0
26117,28-01100,12,2,1,1,1,2,N,3,3,5,0
26118,36-04010,38,2,6,2,1,2,N,9,12,0,0
26119,40-00200,22,3,2,2,2,1,N,N,11,1,0
26120,01-01301,39,2,1,1,1,1,N,7,9,0,0
26121,30-00600,63,1,6,1,3,1,N,0,12,0,0
26122,19-01700,13,1,1,2,1,2,N,6,9,0,0
26123,36-03710,52,2,1,1,1,2,N,1,7,1,0
26124,19-01700,72,1,2,1,1,1,N,1,1,0,0
26125,08-00803,34,1,1,1,1,2,N,3,10,0,0
26126,06-07502,28,1,1,1,1,2,N,0,3,1,4
26127,29-01901,63,2,N,2,3,1,N,N,9,0,0
26128,08-00803,16,1,N,2,1,1,N,0,5,0,1
26129,32-00405,50,3,N,1,1,1,N,4,3,2,0
26130,24-01004,48,6,6,2,1,2,N,N,5,0,0
26131,08-00803,89,1,4,1,1,2,N,7,7,0,0
26132,30-00600,5,1,N,1,1,1,N,9,10,1,0
26133,13-04600,53,1,1,1,1,1,N,5,4,N,0
26134,30-00600,9,1,6,1,1,2,N,8,10,0,0
26135,40-00200,77,1,N,2,1,2,N,6,7,N,0
26136,06-08507,61,6,6,1,1,2,N,4,11,0,0
26137,06-07502,22,1,N,2,1,1,N,3,10,0,0
26138,36-04010,57,2,5,1,1,1,N,9,5,2,0
26139,38-00100,31,1,6,1,3,2,N,2,9,0,0
26140,17-03529,50,3,1,2,1,2,N,N,5,0,0
26141,32-00405,4,1,1,1,1,1,N,6,8,3,0
26142,51-51255,66,2,N,2,1,2,N,7,5,0,0
26143,06-07502,89,1,1,1,1,1,N,0,9,0,0
26144,01-01301,21,2,N,1,1,1,N,0,9,0,0
26145,24-01004,31,6,N,1,1,1,N,6,7,N,1
26146,13-04600,29,1,N,2,1,1,N,N,3,0,2
26147,51-51255,33,1,1,1,1,2,N,9,8,0,0
26148,30-00600,21,1,1,2,1,1,N,9,7,N,0
26149,08-00803,30,1,1,2,1,0,N,7,6,0,0
26150,19-01700,9,1,6,1,3,0,N,1,10,0,0
26151,24-01004,69,1,3,2,1,1,N,3,9,0,0
26152,28-01100,67,1,6,2,1,2,N,8,4,3,0
26153,51-51255,66,1,6,1,1,1,N,N,3,2,0
26154,32-00405,18,1,6,1,1,1,N,6,7,0,0
26155,24-01004,89,1,5,2,1,2,N,6,3,4,1
26156,28-01100,51,1,1,2,1,1,N,7,7,0,0
26157,51-51255,62,1,6,1,1,2,N,8,7,0,0
26158,01-01301,27,2,1,1,1,1,N,4,4,0,0
26159,26-02702,67,6,1,1,1,1,N,6,9,0,0
26160,26-02702,9,1,4,1,1,0,N,0,10,0,0
26161,13-04600,61,2,1,2,1,1,N,4,7,0,0
26162,51-51255,32,1,6,2,3,1,N,N,6,N,0
26163,24-01004,5,1,1,2,1,0,N,2,8,0,0
26164,24-01004,63,1,N,1,1,0,N,1,9,2,0
26165,51-51255,43,1,6,2,1,1,N,8,9,0,0
26166,24-01004,68,6,1,2,1,0,N,1,5,0,0
26167,17-03531,45,2,6,1,1,1,N,2,9,0,0
26168,28-01100,19,1,1,1,1,1,N,1,3,1,0
26169,51-01301,58,1,N,2,1,1,N,3,10,0,0
26170,19-01700,46,1,1,2,1,1,N,N,9,0,0
26171,17-03531,64,2,1,1,1,2,N,4,10,0,0
26172,19-01700,85,1,4,2,1,1,N,0,10,3,0
26173,38-00100,30,1,4,1,1,1,N,6,11,0,0
26174,36-04010,18,1,1,1,1,2,N,9,3,2,0
26175,06-07502,40,1,1,1,1,1,N,8,12,2,0
26176,06-08507,62,1,1,1,1,1,N,7,N,1,0
26177,17-03529,44,1,1,1,1,2,N,0,8,1,0
26178,06-07502,10,2,1,1,1,2,N,1,5,2,0
26179,13-04600,65,2,N,1,1,2,N,0,3,0,1
26180,26-02702,35,1,4,1,1,1,N,3,2,2,0
26181,40-00200,61,1,4,1,1,2,N,9,10,0,0
26182,38-00100,44,1,6,1,3,1,N,9,4,0,0
26183,13-04600,38,2,1,2,1,2,N,4,7,0,0
26184,30-00600,1,1,N,1,1,1,N,7,9,0,0
26185,30-00600,18,1,1,1,1,1,N,8,9,0,0
26186,13-04600,44,2,N,1,1,2,N,5,7,0,0
26187,36-04010,36,2,6,1,1,1,N,2,9,5,1
26188,06-07502,28,6,1,1,1,2,N,0,7,0,0
26189,06-08507,0,1,1,2,1,2,N,N,3,5,4
26190,24-01004,67,1,6,1,1,1,N,N,7,0,0
26191,38-00100,63,1,N,2,1,1,N,9,5,2,0
26192,17-03529,4,2,N,2,1,1,N,8,7,0,0
26193,36-04010,74,2,N,1,1,2,N,7,9,0,0
26194,29-01901,9,2,1,2,1,0,N,0,7,N,0
26195,51-51255,59,2,1,2,1,2,N,8,7,0,0
26196,24-01004,55,1,3,2,1,1,N,8,7,0,0
26197,24-01004,94,1,1,1,1,1,N,7,12,2,0
26198,51-51255,26,1,1,2,1,1,N,0,1,0,0
26199,19-01700,53,1,1,2,1,2,N,0,4,0,0
26200,32-00405,36,1,1,1,1,2,N,2,8,2,0
26201,17-03531,69,2,N,1,1,2,N,6,5,0,0
26202,24-01004,72,6,2,1,1,1,N,N,12,1,0
26203,40-00200,50,1,1,1,1,1,N,N,7,0,0
26204,36-04010,67,1,6,1,3,2,N,0,9,0,0
26205,36-03710,59,2,N,2,1,2,N,8,9,0,0
26206,19-01700,54,1,6,2,1,1,N,4,4,0,0
26207,01-01301,1,2,6,2,1,1,N,3,7,3,0
26208,24-01004,9,1,4,1,1,2,N,4,7,3,0
26209,17-03529,23,2,N,1,1,2,N,0,4,N,0
26210,36-03710,27,2,6,1,1,1,N,5,1,0,0
26211,29-01901,63,2,1,2,1,1,N,3,9,0,0
26212,06-07502,2,1,5,2,1,1,N,0,4,0,0
26213,26-02702,47,1,1,1,1,1,N,9,7,N,0
26214,32-00405,16,6,3,2,1,1,N,2,2,0,0
26215,08-00803,80,1,N,2,1,1,N,1,12,0,0
26216,29-01901,30,2,N,2,1,2,N,8,N,1,0
26217,08-00803,78,1,6,2,1,1,N,7,8,0,0
26218,24-01004,9,6,1,2,1,1,N,9,5,2,0
26219,38-00100,17,1,1,1,1,1,N,3,9,0,0
26220,24-01004,48,1,N,2,1,1,N,3,5,0,0
26221,30-00600,0,3,6,2,1,2,N,N,3,2,1
26222,28-01100,76,2,4,1,2,0,N,8,7,N,0
26223,30-00600,58,1,6,1,1,1,N,6,10,1,0
26224,17-03529,11,2,4,2,1,2,N,N,2,1,0
26225,51-01301,65,1,1,1,1,1,N,5,4,7,0
26226,30-00600,29,1,1,2,1,2,N,8,9,0,0
26227,38-00100,77,1,4,2,1,2,N,0,N,2,0
26228,24-01004,70,1,1,2,1,2,N,3,11,4,0
26229,29-01901,19,1,1,2,1,1,N,N,3,2,0
26230,01-01301,57,2,1,2,1,1,N,9,9,0,0
26231,08-00803,80,1,N,1,1,0,N,0,1,3,0
26232,32-00405,36,8,4,2,1,2,N,2,10,0,0
26233,24-01004,40,1,6,2,1,1,N,2,2,1,0
26234,13-04600,67,1,4,1,3,1,N,N,4,1,0
26235,30-00600,46,3,5,2,1,2,N,3,11,2,0
26236,13-04600,45,9,N,2,1,1,N,9,7,0,0
26237,30-00600,66,1,1,1,1,2,N,2,4,0,0
26238,30-00600,32,1,3,2,1,1,N,N,7,0,0
26239,30-00600,63,1,4,2,1,2,N,3,7,1,0
26240,40-00200,76,1,6,2,1,1,N,3,8,0,0
26241,38-00100,58,1,4,2,1,1,N,9,1,0,1
26242,30-00600,68,1,2,2,1,2,N,N,7,0,0
26243,51-51255,18,1,1,2,1,1,N,0,5,0,0
26244,30-00600,4,3,6,1,2,1,N,8,4,1,0
26245,24-01004,21,1,6,2,1,2,N,0,5,0,4
26246,19-01700,36,1,6,2,1,1,N,2,10,0,0
26247,38-00100,37,5,6,2,1,2,N,1,9,0,0
26248,29-01901,51,1,1,2,1,1,N,4,10,1,0
26249,24-01004,87,1,N,1,1,1,N,7,1,2,4
26250,06-08507,64,6,N,1,1,1,N,9,1,2,0
26251,28-01100,44,2,N,1,1,1,N,3,5,1,0
26252,38-00100,47,1,N,2,1,1,N,N,5,0,0
26253,30-00600,65,1,6,1,1,0,N,2,6,0,0
26254,17-03529,81,2,N,2,1,1,N,9,1,3,1
26255,17-03529,17,2,1,2,1,1,N,N,5,0,0
26256,06-08507,49,1,N,1,1,1,N,5,2,2,0
26257,08-00803,55,1,1,1,1,2,N,5,5,2,0
26258,51-51255,66,1,1,1,1,1,N,4,7,0,1
26259,24-01004,14,1,6,1,1,1,N,2,10,0,0
26260,26-02702,73,1,6,1,2,1,N,4,12,2,0
26261,32-00405,7,1,6,2,1,1,N,N,9,1,0
26262,51-01301,10,2,1,1,1,1,N,7,10,0,0
26263,08-00803,61,1,6,1,1,2,N,8,7,N,0
26264,06-07502,76,6,N,2,1,0,N,0,9,2,0
26265,24-01004,22,6,1,1,1,1,N,0,10,0,0
26266,29-01901,48,2,2,1,3,1,N,2,N,1,0
26267,28-01100,66,2,N,2,1,1,N,N,10,1,0
26268,08-00803,42,1,4,1,1,0,N,1,3,0,1
26269,06-07502,30,1,1,1,1,1,N,7,3,0,1
26270,30-00600,22,1,1,2,1,0,N,1,4,1,0
26271,13-04600,29,1,1,1,1,2,N,5,9,0,0
26272,38-00100,15,1,2,2,1,1,N,0,3,0,0
26273,51-01301,65,1,1,1,1,0,N,0,10,0,0
26274,13-04600,42,2,4,1,1,1,N,6,7,0,0
26275,01-01301,39,2,6,2,1,1,N,9,7,N,0
26276,19-01700,27,1,6,1,1,0,N,0,3,2,0
26277,29-01901,75,2,1,1,1,2,N,2,8,0,0
26278,38-00100,11,1,N,1,1,1,N,8,4,1,1
26279,19-01700,39,1,1,1,1,1,N,9,5,1,0
26280,17-03529,14,2,6,1,1,1,N,9,9,0,0
26281,38-00100,2,1,1,2,1,2,N,N,3,3,0
26282,26-02702,42,6,4,2,1,2,N,N,12,2,0
26283,28-01100,14,2,6,1,1,0,N,0,9,0,4
26284,40-00200,45,1,6,1,1,1,N,N,7,0,0
26285,38-00100,34,1,3,2,1,1,N,9,5,0,0
26286,32-00405,30,3,1,1,1,1,N,6,5,0,0
26287,51-01301,6,1,1,2,1,1,N,2,7,6,0
26288,06-08507,61,6,N,1,1,2,N,2,5,0,0
26289,38-00100,69,1,6,2,1,1,N,5,9,0,0
26290,36-03710,24,2,4,2,1,1,N,4,5,0,0
26291,32-00405,12,1,1,1,1,1,N,4,5,0,0
26292,13-04600,8,2,4,2,1,0,N,2,5,N,0
26293,30-00600,60,1,1,2,1,2,N,2,11,0,0
26294,08-00803,13,1,N,2,1,1,N,N,10,0,0
26295,29-01901,16,2,1,2,1,1,N,9,9,N,0
26296,06-08507,33,1,1,1,1,2,N,3,9,2,0
26297,36-04010,59,1,1,1,1,1,N,5,9,0,0
26298,06-07502,28,1,6,1,1,1,N,7,7,0,0
26299,28-01100,85,2,1,1,1,2,N,7,11,0,0
26300,13-04600,14,2,4,1,1,1,N,N,7,0,0
26301,06-07502,59,1,1,2,1,0,N,8,1,0,0
26302,51-01301,26,1,1,1,1,2,N,8,9,0,0
26303,40-00200,8,3,3,2,1,1,N,0,3,2,0
26304,29-01901,65,2,N,1,1,1,N,0,7,0,0
26305,36-04010,54,2,N,2,1,2,N,N,10,0,0
26306,24-01004,3,9,6,2,1,1,N,7,7,2,4
26307,30-00600,67,1,6,2,1,2,N,N,10,0,0
26308,29-01901,65,2,2,2,2,1,N,0,3,1,1
26309,13-04600,1,2,6,1,1,2,N,3,9,0,0
26310,06-07502,27,1,3,2,1,2,N,N,3,0,0
26311,24-01004,70,1,4,1,1,2,N,0,3,1,1
26312,26-02702,47,1,4,2,1,0,N,4,4,0,0
26313,51-51255,30,1,6,2,1,1,N,9,5,0,0
26314,17-03529,30,1,6,2,1,2,N,4,8,0,0
26315,28-01100,50,2,6,2,1,1,N,7,7,0,0
26316,24-01004,63,2,3,2,1,1,N,5,4,0,0
26317,24-01004,22,1,1,1,1,2,N,N,7,0,0
26318,36-03710,64,2,1,2,1,1,N,4,3,3,0
26319,01-01301,24,9,4,2,1,1,N,9,3,0,0
26320,28-01100,40,2,4,2,1,2,N,7,5,0,0
26321,06-07502,28,6,1,2,1,2,N,5,9,N,0
26322,24-01004,47,1,6,2,1,1,N,3,3,3,0
26323,38-00100,1,1,N,2,1,1,N,7,7,2,0
26324,28-01100,59,2,6,2,1,2,N,N,4,0,0
26325,30-00600,8,3,6,1,3,1,N,1,10,0,0
26326,17-03529,7,1,3,2,1,1,N,0,8,1,0
26327,24-01004,64,1,6,1,1,1,N,8,9,2,0
26328,19-01700,77,1,1,1,1,2,N,4,10,0,0
26329,40-00200,5,3,1,2,1,2,N,4,7,0,0
26330,51-51255,93,2,6,2,1,1,N,7,9,3,0
26331,24-01004,11,6,6,1,1,1,N,4,9,0,0
26332,01-01301,33,2,6,1,1,1,N,8,5,N,0
26333,38-00100,28,5,4,1,1,2,N,9,3,3,0
26334,06-07502,9,1,N,1,1,1,N,N,5,0,0
26335,51-01301,6,1,1,2,1,2,N,7,9,0,0
26336,01-01301,29,2,1,1,1,1,N,N,12,1,0
26337,30-00600,9,1,1,1,1,0,N,0,1,1,0
26338,28-01100,12,2,6,2,1,2,N,2,4,0,0
26339,06-08507,45,6,6,1,3,1,N,2,6,1,0
26340,24-01004,69,1,6,1,2,2,N,8,5,0,0
26341,51-51255,31,1,N,1,1,1,N,2,6,N,0
26342,38-00100,66,1,N,2,1,1,N,3,7,0,0
26343,13-04600,20,2,6,2,1,1,1,9,4,2,0
26344,08-00803,2,1,1,1,1,2,N,9,8,2,0
26345,17-03529,44,1,6,1,1,2,N,N,5,0,0
26346,13-04600,22,2,1,2,1,2,N,N,4,0,0
26347,38-00100,58,1,1,2,1,1,N,1,6,0,0
26348,17-03529,28,1,N,1,1,2,N,7,5,N,0
26349,19-01700,59,1,N,1,1,2,N,0,9,0,0
26350,28-01100,19,2,6,2,1,1,N,9,10,0,1
26351,28-01100,14,2,6,1,3,1,N,2,5,0,0
26352,38-00100,40,1,1,1,1,1,N,N,4,0,2
26353,24-01004,51,1,1,1,1,1,N,9,4,1,0
26354,06-08507,53,1,6,1,1,1,N,1,3,2,0
26355,32-00405,62,2,6,2,3,2,N,N,9,0,0
26356,13-04600,55,1,1,1,1,2,N,N,5,0,0
26357,24-01004,76,2,6,2,1,2,N,8,3,0,0
26358,24-01004,71,1,4,1,1,2,N,5,4,0,0
26359,51-01301,32,2,6,2,3,0,N,0,11,0,0
26360,40-00200,53,1,4,2,1,1,N,9,6,7,0
26361,40-00200,18,1,4,1,1,0,N,1,5,0,0
26362,17-03531,13,2,1,1,1,2,N,0,9,0,0
26363,40-00200,88,1,6,2,1,2,N,4,8,2,0
26364,51-51255,26,1,N,1,1,1,N,9,5,0,0
26365,26-02702,56,6,6,2,1,1,N,1,5,1,0
26366,17-03531,18,2,N,2,1,1,N,5,11,0,0
26367,51-01301,72,2,1,2,1,1,N,N,3,3,0
26368,01-01301,75,1,4,1,1,2,N,6,7,2,0
26369,30-00600,12,1,1,1,1,1,N,1,3,2,0
26370,28-01100,81,2,3,2,1,1,N,4,9,0,0
26371,51-51255,74,1,3,2,1,1,N,7,9,0,0
26372,38-00100,47,1,6,1,1,0,N,1,9,0,1
26373,17-03531,34,2,6,2,1,0,N,3,4,0,2
26374,17-03531,25,2,4,1,2,1,N,N,8,0,0
26375,40-00200,63,1,6,1,1,1,N,N,3,0,0
26376,06-07502,89,1,6,1,1,1,N,N,7,0,0
26377,36-03710,16,8,1,1,1,1,N,4,7,2,0
26378,51-01301,71,1,4,2,1,1,N,4,3,1,4
26379,38-00100,9,1,1,2,1,0,N,0,9,0,1
26380,32-00405,50,8,6,1,1,1,N,6,8,0,0
26381,17-03531,58,2,1,1,1,1,N,3,3,1,0
26382,30-00600,25,1,6,1,1,2,N,4,3,3,0
26383,36-03710,74,8,1,2,1,2,N,1,9,N,0
26384,26-02702,25,1,6,1,3,1,N,N,4,1,0
26385,32-00405,50,1,6,2,1,1,N,7,2,3,0
26386,51-51255,73,1,1,1,1,1,N,2,11,0,0
26387,17-03531,29,2,1,1,1,1,N,6,7,0,0
26388,29-01901,38,9,6,2,1,1,N,N,7,N,0
26389,29-01901,59,2,6,1,1,1,N,9,8,0,0
26390,06-08507,35,6,6,1,3,1,N,2,9,0,0
26391,32-00405,75,8,1,2,1,1,N,8,11,0,0
26392,51-51255,30,1,5,2,1,1,N,1,12,3,0
26393,30-00600,54,1,6,2,1,2,N,2,9,0,0
26394,40-00200,83,1,1,1,1,1,N,0,6,N,0
26395,28-01100,45,2,1,2,1,1,N,N,N,0,0
26396,40-00200,57,1,N,2,1,0,N,0,7,0,0
26397,36-04010,60,2,N,2,1,1,N,5,2,2,0
26398,26-02702,53,1,1,1,1,1,N,7,3,1,0
26399,08-00803,19,1,N,2,1,1,N,5,3,2,0
26400,32-00405,58,1,6,2,1,1,N,8,10,0,0
26401,29-01901,7,1,1,1,1,1,N,5,9,0,0
26402,06-07502,72,1,1,1,1,2,N,6,3,2,0
26403,06-07502,22,1,6,2,3,2,N,6,7,3,1
26404,08-00803,35,1,1,1,1,1,N,8,7,N,4
26405,30-00600,26,1,6,1,1,0,N,0,4,1,0
26406,36-04010,64,8,N,2,1,2,N,9,10,2,0
26407,51-51255,31,1,1,1,1,1,N,N,5,0,4
26408,36-03710,49,1,4,2,1,1,N,9,9,1,0
26409,32-00405,39,8,6,2,3,1,N,7,5,0,0
26410,06-08507,50,1,N,1,1,2,N,N,9,0,0
26411,24-01004,25,1,6,2,1,1,N,0,9,0,0
26412,13-04600,66,1,1,1,1,1,N,5,8,0,0
26413,24-01004,4,1,6,2,3,1,N,7,N,3,0
26414,06-08507,68,1,6,2,1,2,N,1,9,0,0
26415,30-00600,65,1,1,1,1,1,N,N,5,2,0
26416,51-51255,30,1,N,1,1,1,N,9,7,0,0
26417,30-00600,5,1,N,2,1,0,N,0,9,0,0
26418,17-03529,41,2,4,1,1,1,N,5,7,0,2
26419,32-00405,81,6,6,2,3,1,N,N,7,0,0
26420,19-01700,32,1,N,2,1,1,N,N,3,2,0
26421,28-01100,4,2,4,2,1,1,N,7,2,1,0
26422,30-00600,20,1,4,2,1,1,N,7,5,0,0
26423,17-03531,57,2,1,2,1,2,N,N,4,0,0
26424,26-02702,15,9,4,2,1,1,N,9,9,0,0
26425,38-00100,86,1,6,2,1,2,N,2,10,0,0
26426,13-04600,19,2,6,2,1,1,N,0,9,0,0
26427,32-00405,5,2,6,2,1,1,N,2,9,0,0
26428,24-01004,92,1,6,2,1,2,N,6,9,N,0
26429,28-01100,66,2,4,2,1,2,N,N,9,0,0
26430,19-01700,53,1,N,1,1,1,N,9,11,0,0
26431,13-04600,59,2,1,1,1,0,N,0,3,0,0
26432,40-00200,48,1,1,2,1,2,N,9,9,0,0
26433,24-01004,49,1,6,1,1,1,N,0,11,0,0
26434,51-51255,1,2,4,1,1,2,N,0,9,0,0
26435,06-07502,22,6,N,2,1,1,N,N,10,1,0
26436,24-01004,34,1,2,2,1,1,N,4,9,0,0
26437,51-51255,35,1,3,2,1,2,N,3,5,N,0
26438,24-01004,41,2,N,2,1,1,N,N,11,0,0
26439,40-00200,52,3,N,1,1,1,N,9,10,0,0
26440,17-03529,41,2,5,1,1,1,N,8,N,2,0
26441,38-00100,56,1,3,2,2,2,N,N,3,3,0
26442,13-04600,59,2,N,2,1,1,N,7,7,0,0
26443,17-03529,37,9,6,1,3,2,N,8,4,2,0
26444,06-08507,71,6,1,2,1,2,N,3,7,1,1
26445,24-01004,51,1,1,2,1,2,N,8,3,2,0
26446,38-00100,73,1,N,1,1,1,N,7,10,0,0
26447,40-00200,28,6,1,2,1,1,N,N,5,0,4
26448,26-02702,16,6,6,2,1,1,N,1,9,0,0
26449,17-03529,18,6,6,1,1,1,N,N,4,0,0
26450,06-08507,24,6,N,2,1,1,N,2,7,0,0
26451,06-07502,1,6,6,2,1,2,N,2,11,0,0
26452,26-02702,53,1,6,1,1,1,N,3,3,0,1
26453,08-00803,66,1,6,1,1,2,N,0,9,0,0
26454,06-07502,16,1,N,2,1,2,N,6,9,0,0
26455,17-03529,61,1,1,2,1,1,N,N,N,4,0
26456,40-00200,22,1,6,2,1,2,N,4,3,0,0
26457,29-01901,5,8,1,2,1,1,N,9,10,2,0
26458,28-01100,21,2,1,2,1,1,N,9,7,N,0
26459,38-00100,45,1,1,1,1,2,N,N,7,0,0
26460,38-00100,26,1,1,2,1,1,N,5,9,0,0
26461,30-00600,18,1,6,1,1,1,N,N,12,2,0
26462,32-00405,6,1,1,2,1,2,N,N,5,0,0
26463,51-01301,32,1,1,1,1,2,N,7,4,0,0
26464,29-01901,50,1,4,2,1,1,N,8,9,1,0
26465,17-03529,60,2,6,1,1,1,N,N,7,0,0
26466,13-04600,60,2,N,1,1,2,N,7,5,0,0
26467,40-00200,61,1,1,2,1,0,N,2,9,0,0
26468,06-07502,40,6,N,1,1,2,N,3,5,3,0
26469,08-00803,62,1,1,2,1,1,N,N,7,0,0
26470,24-01004,49,1,1,2,1,2,N,3,10,1,0
26471,06-08507,60,6,1,1,1,2,N,1,8,0,0
26472,30-00600,41,1,6,2,1,1,N,5,12,0,0
26473,30-00600,66,1,4,2,1,2,N,9,4,2,0
26474,32-00405,57,9,1,2,1,2,N,8,4,0,0
26475,08-00803,42,1,N,2,1,2,N,N,7,0,0
26476,13-04600,4,9,6,1,1,1,N,4,3,2,0
26477,30-00600,23,1,6,2,1,2,N,9,10,0,0
26478,36-03710,23,8,6,2,1,1,N,3,11,0,0
26479,19-01700,24,1,6,2,3,1,N,3,3,2,0
26480,24-01004,17,1,6,1,1,2,N,0,12,0,0
26481,06-08507,61,6,1,1,1,2,N,N,7,0,0
26482,17-03529,31,2,1,2,1,1,N,8,5,0,0
26483,29-01901,73,2,3,1,1,2,N,6,3,0,0
26484,26-02702,28,1,2,2,1,1,N,N,10,1,0
26485,26-02702,35,6,3,2,1,2,N,4,5,0,0
26486,29-01901,12,1,3,1,1,2,N,3,3,5,0
26487,36-03710,65,2,1,2,1,2,N,3,9,2,0
26488,19-01700,45,1,1,1,1,1,N,6,3,2,0
26489,24-01004,25,1,4,1,1,1,N,5,6,2,0
26490,06-07502,76,1,4,2,1,1,N,N,10,N,0
26491,19-01700,23,1,4,1,1,1,5,2,8,0,0
26492,40-00200,7,3,N,1,1,1,N,9,1,2,4
26493,51-01301,39,1,4,1,1,2,N,6,3,2,0
26494,28-01100,10,1,1,2,1,1,N,N,8,0,0
26495,51-51255,35,1,N,1,1,1,N,3,1,0,0
26496,30-00600,63,1,2,2,1,1,N,0,7,0,0
26497,06-08507,48,6,3,2,1,2,N,9,2,2,4
26498,38-00100,23,1,6,1,1,1,N,N,9,0,0
26499,24-01004,38,1,6,1,1,1,N,N,10,0,0
26500,28-01100,19,2,6,2,1,2,N,9,3,0,0
26501,38-00100,55,3,N,2,1,2,N,5,7,1,1
26502,28-01100,44,2,6,2,2,1,N,9,7,1,0
26503,36-04010,11,2,2,2,1,1,N,8,7,0,0
26504,28-01100,67,1,6,2,1,2,N,0,5,0,0
26505,38-00100,77,1,N,1,1,1,N,2,9,0,4
26506,32-00405,74,8,3,2,1,1,N,N,3,0,4
26507,17-03529,65,2,6,1,3,0,N,5,1,3,0
26508,51-01301,31,1,1,2,1,1,N,6,5,0,0
26509,24-01004,66,1,4,1,1,1,N,9,N,2,0
26510,24-01004,15,6,6,1,1,1,N,N,9,1,0
26511,40-00200,25,1,6,1,1,1,N,N,3,3,1
26512,19-01700,77,1,N,1,1,2,N,3,3,2,0
26513,32-00405,50,1,6,1,1,1,4,1,10,0,0
26514,08-00803,64,1,1,1,1,2,N,N,1,2,0
26515,06-08507,61,1,1,2,1,2,N,N,7,0,0
26516,51-51255,27,1,N,1,1,1,N,5,11,0,0
26517,38-00100,10,1,1,1,1,1,N,8,9,0,0
26518,08-00803,30,1,N,1,1,1,N,N,N,2,0
26519,30-00600,10,1,N,2,1,1,N,6,N,1,0
26520,06-08507,54,1,6,2,3,1,N,9,9,0,0
26521,40-00200,67,3,1,2,1,0,N,0,8,0,0
26522,06-08507,6,6,1,2,1,1,N,0,3,2,0
26523,06-08507,0,6,1,1,1,2,N,N,9,0,0
26524,01-01301,16,2,N,2,1,1,N,6,1,0,0
26525,38-00100,24,1,4,2,1,1,N,N,N,1,0
26526,40-00200,15,8,2,2,1,1,N,0,11,0,0
