"","AGEP","SEX","MSP","RAC1P","EDU","PINCP_DECILE","DVET","DREM","HOUSING_TYPE","OWN_RENT"
"23754","38","1","3","2","7","3","N","2","1","2"
"23755","46","1","6","1","9","7","N","2","1","2"
"23756","39","1","6","1","6","8","N","2","1","1"
"23757","15","2","6","2","4","0","N","2","1","2"
"23758","24","2","6","6","9","1","N","2","1","2"
"23759","15","2","6","1","3","0","N","2","1","1"
"23760","61","2","1","1","5","0","N","2","1","1"
"23761","19","1","6","2","7","1","N","2","3","0"
"23762","72","1","1","1","11","9","N","2","1","1"
"23763","32","2","1","1","8","7","N","2","1","1"
"23764","42","2","6","9","10","9","N","2","1","2"
"23765","15","1","6","6","3","0","N","2","1","1"
"23766","45","2","4","1","9","7","N","2","1","1"
"23767","21","2","6","2","5","2","N","2","1","2"
"23768","48","2","1","1","9","4","N","2","1","1"
"23769","20","1","6","2","7","3","N","2","1","2"
"23770","65","2","1","1","11","0","N","2","1","1"
"23771","32","2","1","1","11","9","N","2","1","1"
"23772","40","1","6","9","5","4","N","2","1","2"
"23773","1","1","N","2","N","N","N","N","1","2"
"23774","69","1","4","2","8","5","N","2","1","1"
"23775","50","1","6","1","9","7","N","2","1","1"
"23776","18","1","6","1","4","0","N","2","1","2"
"23777","31","1","1","6","9","0","N","2","1","1"
"23778","56","2","1","1","9","3","N","2","1","2"
"23779","52","2","1","3","5","4","N","2","1","1"
"23780","74","1","4","1","10","9","N","2","1","1"
"23781","51","2","1","1","10","9","N","2","1","2"
"23782","53","2","6","2","5","8","4","2","1","2"
"23783","10","1","N","8","3","N","N","2","1","2"
"23784","32","2","6","1","4","6","N","2","1","2"
"23785","26","2","2","1","9","5","N","2","1","2"
"23786","8","1","N","1","3","N","N","2","1","2"
"23787","83","2","1","1","5","3","N","2","1","1"
"23788","10","1","N","2","3","N","N","2","1","1"
"23789","10","2","N","8","3","N","N","2","1","2"
"23790","8","1","N","2","3","N","N","2","1","1"
"23791","63","1","1","2","9","2","N","2","1","2"
"23792","73","2","6","1","4","2","N","1","1","2"
"23793","36","1","1","3","5","7","N","2","1","1"
"23794","74","2","3","6","5","6","N","2","1","1"
"23795","54","2","1","1","5","0","N","2","1","1"
"23796","46","1","1","1","5","9","N","2","1","1"
"23797","36","2","1","1","10","8","N","2","1","2"
"23798","50","2","1","1","7","3","N","2","1","1"
"23799","13","1","N","6","3","N","N","2","1","1"
"23800","29","1","1","9","9","6","N","2","1","2"
"23801","11","2","N","9","3","N","N","2","1","1"
"23802","36","1","1","1","12","9","N","2","1","1"
"23803","27","2","1","6","9","8","N","2","1","2"
"23804","49","1","2","1","9","4","N","2","1","1"
"23805","52","2","4","1","5","3","N","2","1","1"
"23806","24","1","6","2","9","8","N","2","1","2"
"23807","33","2","2","1","5","5","N","2","1","1"
"23808","3","2","N","1","2","N","N","N","1","1"
"23809","17","1","6","1","4","1","N","2","1","2"
"23810","38","2","1","1","9","8","N","2","1","1"
"23811","31","2","6","1","5","1","N","2","1","2"
"23812","80","1","1","1","7","9","N","2","1","1"
"23813","63","2","2","2","9","2","N","2","1","2"
"23814","36","1","6","2","5","6","N","2","1","2"
"23815","30","2","6","6","10","0","N","2","1","2"
"23816","58","2","6","2","1","1","N","1","1","1"
"23817","19","1","6","8","7","4","N","2","1","2"
"23818","76","1","4","2","4","3","N","2","1","2"
"23819","36","2","1","1","11","9","N","2","1","1"
"23820","58","1","1","1","11","9","N","2","1","2"
"23821","17","2","6","1","4","0","N","2","1","1"
"23822","36","1","1","1","9","9","N","2","1","1"
"23823","25","1","1","1","9","9","N","2","1","2"
"23824","24","2","6","1","9","0","N","2","1","2"
"23825","65","1","4","1","9","8","N","2","1","1"
"23826","36","1","1","1","9","8","N","2","1","1"
"23827","69","2","4","1","9","8","N","2","1","1"
"23828","14","1","N","1","3","N","N","2","1","1"
"23829","35","2","1","1","4","3","N","2","1","2"
"23830","69","1","5","2","5","2","N","2","1","2"
"23831","10","1","N","6","3","N","N","2","1","1"
"23832","12","1","N","1","3","N","N","2","1","1"
"23833","59","1","1","1","7","4","N","2","1","1"
"23834","16","1","6","2","4","0","N","2","1","2"
"23835","26","1","6","1","7","1","N","2","1","2"
"23836","18","1","6","1","7","0","N","2","3","0"
"23837","26","2","6","1","10","5","N","2","1","2"
"23838","60","1","1","3","6","1","N","2","1","1"
"23839","52","1","1","6","10","1","N","2","1","1"
"23840","40","1","1","1","7","6","N","2","1","1"
"23841","12","1","N","2","3","N","N","2","1","2"
"23842","87","2","1","1","10","5","N","2","1","1"
"23843","8","2","N","1","3","N","N","2","1","1"
"23844","63","2","5","2","6","4","N","2","1","1"
"23845","25","2","6","1","5","6","N","2","1","2"
"23846","27","1","6","1","4","5","N","2","1","1"
"23847","82","1","1","2","4","2","N","2","1","1"
"23848","76","2","3","1","7","9","N","2","1","1"
"23849","26","2","6","1","10","6","N","2","1","2"
"23850","63","2","6","6","9","3","N","2","1","2"
"23851","77","1","1","1","12","4","N","2","1","1"
"23852","60","2","4","1","10","6","N","2","1","1"
"23853","50","1","4","2","7","5","N","2","1","1"
"23854","70","2","1","1","10","8","N","2","1","2"
"23855","42","1","4","1","8","3","N","2","2","0"
"23856","72","2","3","6","9","3","N","2","3","0"
"23857","40","1","6","1","7","3","N","2","1","1"
"23858","62","2","1","1","9","6","N","2","1","1"
"23859","30","2","6","1","8","7","N","2","1","1"
"23860","10","1","N","1","3","N","N","2","1","1"
"23861","18","2","6","2","5","5","N","2","1","1"
"23862","61","1","6","2","7","8","N","2","1","2"
"23863","22","2","6","2","8","6","N","2","1","2"
"23864","42","2","6","8","8","0","N","2","1","2"
"23865","40","1","6","2","7","6","N","2","1","2"
"23866","58","1","1","1","7","5","N","2","1","1"
"23867","37","2","6","2","5","5","N","2","1","2"
"23868","19","1","6","1","7","2","N","2","3","0"
"23869","54","2","1","1","9","8","N","2","1","1"
"23870","26","2","6","1","9","4","N","2","1","1"
"23871","13","2","N","1","3","N","N","2","1","1"
"23872","66","2","1","1","5","0","N","2","1","1"
"23873","69","2","1","1","11","3","N","2","1","2"
"23874","60","1","4","3","3","9","N","2","1","1"
"23875","8","2","N","1","3","N","N","2","1","1"
"23876","36","2","1","9","8","6","N","2","1","1"
"23877","66","1","6","2","4","8","N","2","1","2"
"23878","19","1","6","1","7","1","N","2","3","0"
"23879","42","2","1","1","9","8","N","2","1","2"
"23880","0","2","N","1","N","N","N","N","1","2"
"23881","41","1","1","1","9","9","N","2","1","1"
"23882","26","2","6","6","9","2","N","2","1","2"
"23883","21","2","6","8","7","0","N","2","3","0"
"23884","72","1","1","1","9","9","N","2","1","1"
"23885","76","1","1","2","5","4","N","2","1","1"
"23886","64","1","1","1","12","7","N","2","1","2"
"23887","39","2","1","6","11","9","N","2","1","1"
"23888","48","2","5","2","5","4","N","2","1","1"
"23889","27","1","6","2","10","5","N","2","1","2"
"23890","55","1","1","6","9","5","N","1","1","1"
"23891","24","1","6","2","6","5","N","2","1","2"
"23892","72","1","1","1","9","8","N","2","1","1"
"23893","53","2","4","1","10","7","N","2","1","1"
"23894","66","2","1","2","5","3","N","2","1","1"
"23895","45","1","6","9","5","8","N","2","1","2"
"23896","5","1","N","6","2","N","N","2","1","1"
"23897","64","2","3","2","7","7","N","2","1","1"
"23898","2","2","N","2","N","N","N","N","1","1"
"23899","75","1","1","1","8","3","N","2","1","2"
"23900","65","2","3","2","5","4","N","2","1","2"
"23901","79","2","1","1","7","4","N","2","1","1"
"23902","29","2","1","1","9","0","N","2","1","1"
"23903","74","2","3","1","9","9","N","2","1","1"
"23904","26","1","6","2","5","5","N","2","1","2"
"23905","68","1","1","6","5","3","N","2","1","1"
"23906","1","2","N","1","N","N","N","N","1","1"
"23907","72","2","4","1","7","3","N","1","1","1"
"23908","56","1","6","2","4","7","N","1","1","1"
"23909","21","2","6","2","7","0","N","2","1","2"
"23910","4","2","N","1","2","N","N","N","1","2"
"23911","86","2","3","1","9","4","N","2","1","1"
"23912","33","2","6","1","10","9","N","2","1","1"
"23913","73","1","1","1","10","9","4","2","1","1"
"23914","35","2","1","1","10","9","N","2","1","1"
"23915","36","2","2","8","5","7","N","2","1","1"
"23916","56","1","1","1","9","2","N","2","1","1"
"23917","31","1","1","2","7","6","N","2","1","1"
"23918","9","1","N","2","3","N","N","2","1","1"
"23919","72","2","3","2","5","7","N","2","1","2"
"23920","38","2","4","1","6","0","N","2","1","2"
"23921","36","2","1","1","8","0","N","2","1","2"
"23922","40","2","1","1","4","0","N","2","1","1"
"23923","71","2","3","1","9","5","N","1","1","1"
"23924","4","2","N","3","1","N","N","N","1","1"
"23925","43","2","1","1","9","9","N","2","1","1"
"23926","31","2","6","2","10","8","N","2","1","2"
"23927","14","2","N","2","3","N","N","2","1","1"
"23928","58","2","6","1","5","3","N","2","1","1"
"23929","58","2","4","2","5","5","N","2","1","2"
"23930","17","1","6","1","4","1","N","2","1","1"
"23931","79","2","3","2","9","4","N","1","1","2"
"23932","48","1","1","1","10","9","N","2","1","1"
"23933","42","1","1","1","10","8","N","2","1","1"
"23934","5","2","N","2","2","N","N","2","1","2"
"23935","44","1","1","1","5","7","N","2","1","1"
"23936","33","2","6","1","11","2","N","2","1","2"
"23937","2","1","N","1","N","N","N","N","1","2"
"23938","69","2","1","3","5","3","N","2","1","1"
"23939","66","2","4","2","8","5","N","2","1","1"
"23940","68","2","1","1","7","6","N","2","1","1"
"23941","20","1","6","1","9","6","N","2","1","1"
"23942","9","1","N","6","3","N","N","2","1","2"
"23943","29","2","1","8","9","0","N","1","1","2"
"23944","19","1","6","1","4","1","N","2","3","0"
"23945","28","1","6","1","6","6","N","2","1","2"
"23946","39","2","6","2","5","0","N","2","1","2"
"23947","32","2","1","1","10","7","N","2","1","1"
"23948","34","1","6","1","10","9","N","2","1","2"
"23949","31","1","6","1","8","5","N","2","1","1"
"23950","67","2","1","1","5","5","N","2","1","1"
"23951","14","2","N","2","3","N","N","2","1","2"
"23952","43","1","1","1","9","7","N","2","1","1"
"23953","72","2","1","1","3","1","N","1","1","1"
"23954","52","2","1","6","10","8","N","2","1","1"
"23955","74","2","1","2","7","4","N","2","1","1"
"23956","8","1","N","6","3","N","N","2","1","2"
"23957","24","2","6","8","1","3","N","2","1","2"
"23958","9","2","N","5","3","N","N","1","1","2"
"23959","77","2","1","1","10","9","N","2","1","2"
"23960","3","1","N","1","1","N","N","N","1","1"
"23961","32","1","1","1","9","7","N","2","1","2"
"23962","46","2","1","1","10","8","N","2","1","1"
"23963","4","1","N","2","1","N","N","N","1","2"
"23964","74","2","3","2","5","3","N","2","2","0"
"23965","47","2","1","2","5","5","N","2","1","1"
"23966","72","2","1","2","8","9","N","2","1","1"
"23967","67","2","1","3","6","2","N","2","1","1"
"23968","40","2","1","1","7","8","N","2","1","1"
"23969","68","1","3","1","7","6","N","2","1","1"
"23970","27","1","6","1","9","7","N","2","1","2"
"23971","36","2","1","1","7","6","N","2","1","1"
"23972","63","2","1","1","9","6","N","2","1","1"
"23973","41","1","6","1","5","7","N","2","1","2"
"23974","28","2","6","1","9","6","N","2","1","2"
"23975","29","1","6","1","10","8","N","2","1","1"
"23976","50","1","4","1","7","6","N","2","1","2"
"23977","56","2","1","1","7","1","N","2","1","2"
"23978","67","1","6","2","3","3","N","1","1","2"
"23979","37","2","1","2","8","7","N","2","1","1"
"23980","40","2","1","1","9","8","N","2","1","2"
"23981","30","1","6","1","7","6","N","2","1","2"
"23982","36","1","2","2","5","0","N","2","2","0"
"23983","69","2","1","1","9","7","N","2","1","1"
"23984","62","1","6","2","6","4","N","2","1","1"
"23985","62","2","6","1","10","4","N","2","1","1"
"23986","58","2","1","3","7","5","N","2","1","1"
"23987","27","1","1","6","12","0","N","2","1","2"
"23988","61","1","1","2","5","5","N","2","1","1"
"23989","58","2","4","1","9","4","N","2","1","1"
"23990","3","2","N","6","2","N","N","N","1","2"
"23991","60","2","1","1","5","5","N","2","1","1"
"23992","47","1","2","2","12","7","N","2","1","2"
"23993","21","2","6","1","5","0","N","2","1","1"
"23994","71","1","1","1","10","3","3","2","1","1"
"23995","29","1","6","3","5","4","N","2","1","2"
"23996","20","1","6","1","5","0","N","2","1","1"
"23997","17","2","6","1","4","1","N","2","1","1"
"23998","37","2","6","2","7","4","N","2","1","1"
"23999","2","2","N","2","N","N","N","N","1","2"
"24000","31","2","6","6","10","6","N","2","1","2"
"24001","39","1","6","2","4","0","N","2","1","2"
"24002","67","1","1","9","10","8","N","2","1","2"
"24003","44","2","6","2","7","4","N","2","1","1"
"24004","73","1","1","1","5","8","N","2","1","1"
"24005","22","2","6","1","10","1","N","2","1","1"
"24006","27","2","6","1","9","9","N","2","1","2"
"24007","53","2","1","1","9","0","N","2","1","1"
"24008","37","1","6","1","5","2","N","2","1","1"
"24009","67","1","1","2","7","4","N","2","1","1"
"24010","15","2","6","1","3","0","N","2","1","1"
"24011","18","2","6","1","7","1","N","2","1","1"
"24012","66","2","3","1","9","3","N","2","1","1"
"24013","85","2","5","1","7","0","N","1","1","1"
"24014","54","1","1","1","11","1","N","2","1","1"
"24015","62","1","6","2","7","0","N","2","3","0"
"24016","11","1","N","9","3","N","N","2","1","1"
"24017","26","2","2","6","9","6","N","2","1","2"
"24018","35","1","1","1","4","2","N","2","1","1"
"24019","31","1","4","1","10","8","N","2","1","2"
"24020","65","2","6","2","4","3","N","2","1","2"
"24021","20","2","6","6","5","3","N","2","1","1"
"24022","3","1","N","2","2","N","N","N","1","2"
"24023","39","1","1","1","9","9","N","2","1","2"
"24024","19","1","6","1","7","6","N","2","3","0"
"24025","70","2","3","2","7","3","N","2","1","1"
"24026","51","1","4","1","7","6","N","2","1","1"
"24027","21","1","6","3","7","5","N","2","1","2"
"24028","31","2","1","9","9","5","N","2","1","2"
"24029","77","2","1","1","9","7","N","2","1","1"
"24030","52","2","1","2","9","5","N","2","1","1"
"24031","55","2","3","2","5","5","N","2","1","1"
"24032","2","1","N","1","N","N","N","N","1","2"
"24033","44","2","1","1","9","9","N","2","1","1"
"24034","45","2","1","1","4","0","N","2","1","1"
"24035","86","1","1","1","12","9","N","2","1","1"
"24036","40","1","1","1","10","0","N","2","1","1"
"24037","39","1","1","1","10","9","N","2","1","1"
"24038","11","2","N","9","3","N","N","2","1","1"
"24039","14","2","N","2","3","N","N","2","1","1"
"24040","49","2","1","5","10","8","N","2","1","1"
"24041","67","1","1","1","9","9","N","2","1","1"
"24042","66","1","3","2","5","7","N","2","1","2"
"24043","46","2","1","1","12","1","N","2","1","1"
"24044","56","2","1","1","10","8","N","2","1","1"
"24045","65","1","1","1","10","2","3","2","1","1"
"24046","61","2","5","1","8","6","N","2","1","1"
"24047","81","1","1","1","11","9","N","2","1","1"
"24048","60","1","1","1","10","9","N","2","1","1"
"24049","32","1","1","1","8","9","N","2","1","2"
"24050","51","2","6","2","9","4","N","2","1","1"
"24051","70","2","1","1","10","9","N","2","1","1"
"24052","19","1","6","1","7","0","N","2","3","0"
"24053","68","1","6","2","5","0","N","2","1","2"
"24054","67","2","4","1","9","7","N","2","1","1"
"24055","56","1","5","1","5","4","N","2","1","2"
"24056","29","1","1","9","10","8","N","2","1","2"
"24057","13","2","N","2","3","N","N","2","1","1"
"24058","20","2","6","6","7","3","N","2","1","2"
"24059","49","1","6","1","9","1","N","2","1","2"
"24060","62","2","1","8","3","0","N","2","1","1"
"24061","61","1","4","1","8","3","N","2","1","2"
"24062","43","1","1","1","10","6","N","2","1","1"
"24063","50","1","2","1","6","3","N","2","1","1"
"24064","4","1","N","1","1","N","N","N","1","1"
"24065","31","2","4","1","9","8","N","2","1","1"
"24066","33","1","6","8","1","3","N","2","1","2"
"24067","20","1","6","1","7","0","N","2","3","0"
"24068","16","2","6","1","4","0","N","2","1","1"
"24069","22","2","6","1","9","1","N","1","1","2"
"24070","19","2","6","2","7","1","N","2","1","2"
"24071","23","2","1","8","8","2","N","2","1","1"
"24072","40","1","1","6","10","5","N","2","1","2"
"24073","68","2","1","2","6","5","N","2","1","1"
"24074","44","1","1","1","12","9","N","2","1","1"
"24075","35","1","6","1","5","0","N","2","1","2"
"24076","49","2","1","2","4","4","N","2","1","1"
"24077","26","2","6","1","9","8","N","2","1","2"
"24078","12","1","N","1","3","N","N","2","1","2"
"24079","76","2","3","2","4","4","N","2","1","1"
"24080","65","1","6","2","5","6","N","2","1","1"
"24081","51","2","4","2","9","7","N","2","1","2"
"24082","56","2","1","1","11","9","N","2","1","2"
"24083","64","1","1","2","9","6","N","2","1","1"
"24084","15","2","6","1","4","0","N","1","1","1"
"24085","59","1","6","2","7","2","N","2","1","2"
"24086","52","2","1","6","12","4","N","2","1","2"
"24087","15","1","6","9","4","0","N","2","1","2"
"24088","2","1","N","2","N","N","N","N","1","1"
"24089","67","1","1","1","9","5","N","2","1","1"
"24090","17","1","6","9","4","0","N","2","1","2"
"24091","20","2","6","2","7","1","N","2","1","1"
"24092","54","2","1","6","9","2","N","2","1","1"
"24093","53","1","1","1","9","7","N","2","1","1"
"24094","60","2","1","1","7","6","N","2","1","2"
"24095","89","1","1","1","9","6","N","2","1","2"
